,user,comments
725,khj***,ㅋㅋㅋㅋㅋㅋ봄기덕 봄 더러러러는 또 뭐야ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋ
726,klove8685,민요래 ㅋㅋㅋㅋㅋ아웃겨
727,ybs***,봄기덕 봄 더러렄ㄱㅋㅋㄱㄱㄱ
728,has***,ㅋㅋㅋㅋㅋ아개웃겨
729,myg***,ㅋㅋㅋㅋㅋ봄기덕봄더러러러 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
730,cass,개웃기다미친ㅋㅌㅋㅌㅋㅋㅋㅌㅋㅋㅌㅋㅅㅂㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅌㅋㅋㅋㅌㅋㅋㅌㅋㅌㅌㅋㅋㅋㅌㅋㅋㅋㅋㅌㅌㅋ눈물낱ㅌㅌㅌㅌㅌㅌㅌㅌㅌㅋㅋㅋㅋㅌㅋㅋ
731,ofidnele,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ웃겨서우는중ㅅㅈㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅠㅠㅠㅠㅠ
732,꾸,ㅋㅋㅋㅋㅋㅋㅋㅋ아 ㅅㅂ ㅜㅋㅋㅋ
733,pap***,올해도 어김없이❤️
734,비공개,안녕하세요 2028년에서 왔습니다
735,스타벅스,올해도 왔구나~ 벌써 차트에 등장~
736,pmh***,ㅋㅋㅋㅋ민요라
737,bal***,대한민국의 대표적 봄타령이다.
738,인성파탄자,역주해아ㅏㅏㅏㅏㅏㅏ너무 빨라ㅏㅏㅏㅏㅏㅏㅏㅏㅏ역주행 너무 빨라ㅏㅏㅏㅏㅏㅏㅏ
739,얌링,민요 ㅋㅋㅋㅋㅋㅋㅋ
740,lUlN,벚기덕 쿵 엔디리리리리릭
741,jjn***,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
742,alivesaint,에헤야 데헤야 봄 바람 휘날리며~~
743,dodle,벚타령 ㅡ 버슼어버슼어
744,제니,봄기덕 미쳤냨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
745,ttoki8,벚꽃연금♥️
746,엄형,이상하게 또 듣고 싶어진다 ㅋㅋㅋㅋㅋㅋ
747,slo***,봄이면 항상생각나는 노래. 벚꽃
748,kiy***,빨리 벚꽃보고싶다....ㅠ 맘이 간질간질..
749,low***,연금이다 ㅋㅋㅋㅋㅋㅋㅋ
750,솔뀨,4월되면 1위찍겠다 ㅋㅋㅋㅋㅋㅋㅋㅋ
751,vnr***,봄이왔나봄
752,tae***,2016년 슬슬 봄...또 급상승하기 시작했다;;
753,으느느느우,ㅋㅋㅋ 벛꽃 연금 ㄷ ㄷ 스멀스멀...
754,바글바글,꽃샘추위 오면 순위 조금내려갔다 날풀리면 다시 스물스물 올라가는ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
755,yan***,날씨 좀 풀렸으니 살만하시죠? 수금 나왔습니다
756,연무루,혹시나 했는데 역시나
757,pa0***,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ하 벚꽃좀비 또 들으러 왔습니다
758,kwo***,올해도 어김없이 오는 봄내년에도 어김없이 올 봄그리고그 봄과 항상 같이 올 벚꽃엔딩
759,lee***,또 올라왔네 ㅋㅋㅋㅋㅋㅋㅋ
760,bow***,벚꽃엔딩으로 약 46억벌으셧답니다.. 후덜덜
761,동혀니,드뎌 벨소리를 바꿀 계절이 오는구나.. 미리 봄을 만끽하자 ㅎ
762,꿍,좀비가다시나타났다!!
763,내적댄스,안질린다~ 장범준님 연금타가세요~
764,coo***,올해도 벚꽃좀비와 함께~🌸💐🌼🌺
765,ksk***,올해는 차트 1위 한번 갈 수 있나요ㅋㅋ 작년엔 못했던 거 같은데 벚꽃연금 화이팅!
766,ska***,500  또올라오는 좀비엔딩
767,뮤알못,역시 벚꽃 연금
768,모야모야ㅕ,무섭닼ㅋㅋㅋㅋ
769,자는중,또 올라오네 ㅋㅋㅋㅋㅋㅋ
770,토깽,질리지가않아 💕 짱짱맨 버스커
771,bboddo,스멀스멀 올라오네 또ㅋㅋㅋㅋㅋ
772,soh***,몇년이 지나도 설레여~
773,tak***,시작됐구나 벚꽃도 며칠 일찍 핀다네 ㅋㅋㅋㅋㅋ
774,독코,벚꽃 좀비 내 입대곡
775,hbn***,봄이왔구나 벚꽃엔딩 ~~~~~~~~이게 진짜명곡이당
776,ㅈㅎ,더 올라라 🌸
777,theandmore,봄이 왔다!
778,ldg***,다들 벚꽃좀비라고 하지만그래도 꾸준히 올라오는걸보니이만큼 봄을 잘 표현한 곡이 없다.
779,bow***,벚꽃좀비 : 안녕? 나올해도 왔어 잘부탁해
780,노력하는곰돌이,자 이제 슬슬 올라와제? 벚꽃좀비...ㅋㅋㅋ
781,shm***,ㄹㅇ벚꽃좀비
782,ghd***,"""오랜 시간이 지나서 지구 온난화로 봄을 모르게 될 세대에게 우리들의 봄은 이랬다라며 들려주고 싶은 노래"" 라는 말이 생각나네요"
783,유니효과,구대여 구대여 구대여 -
784,qkr***,그분이 올라오고 계십니다. 길을 열어드립시다.
785,라라ㅡ,요즘 이 노래를 벚꽃연금이라고 부르던데 ㅋㅋㅋㅋㅋㅋㅋㅋ
786,XD,이 노래 올라오면 날씨가 좋아져ㅋㅋㅋㅋㅋㅋㅋㅋ 아 봄이구나 하고 딱 느낌ㅌㅋㅋㅋㅋㅋㅋ
787,wsx***,벚꽃 좀비ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
788,취미는사랑,올라온다 ㅋㅋㅋㅋㅋㅋ
789,ker***,뭐야 또 스멀스멀 올라오네ㅋㅋㅋ
790,PePe,이만큼 봄을 잘 표현한 곡이 없어서 벚꽃좀비
791,goodnightngo,그래서 벚꽃좀비 잖아여ㅋㅋ계속 올라와서
792,dd,올해도 들으러 왔숨다!
793,jsk***,연금타러 오셨네요 ㅋㅋㅋ
794,woo***,좀비 엔딩
795,dnd,좋긴좋다 윽
796,JK,매년 이노래 들을때마다 여자가 바뀌어있네..
797,dsb***,"봄과 그때의 기억을 되살아나게하는곡이라서 이맘쯤 찾아 듣게 되네요 ㅎ또, 이곡을 들으면 해마다 듣던 추억이떠올라서 정말 인생곡이됨"
798,이한울ㄴ,고객님 ~ 벚꽃연금 나오셨어요~빨리 수령해가세요 ^^매년 봄마다 나옵니다 ^^
799,mil***,대박이다 . . . 아직 꽃도 만개하기 전인데.  . . 벌서부터 . . .
800,jes***,올해도 반가워
801,yej***,들어도 들어도 좋네 ㅋㅋㅋ😂😂
802,rom***,2016년 봄이 왔습니다~
803,물망초,벚꽃좀비가 또......🌸🌸🌸
804,yoo***,올라온다....
805,pla***,"삼월오니 어쩔 수 없구나,도돌이표.. 지금 들어도 좋아:)"
806,rut***,벚꽃연금으로 후천척 금수저...
807,min***,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
808,한글사랑,딸이  있으니 딸은 벚꽃수저ㅎㅎ
809,내적댄스,벚꽃수저 ㅋㅋㅋ수저도 예쁘네
810,uru***,또 설레서 신기
811,rev***,또올라와 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 리스펙 장사장님
812,kin***,올해도 슬슬 발동걸린다.. 벚꽃연금..😍
813,wls***,벚꽃연금ㅋㅋ
814,ldk***,효자곡
815,spa***,좀비습격!!!
816,풍이,올해도 벚꽃엔딩 들으러왔습니다ㅋㅋㅋㅋㅋ
817,충남기모찌,올라온다올라온다올라온다ㅋㅋㅋㅋㅋ🌷
818,aqu***,부럽다 장범준....돈을 긁어 모으네...매년 이러니
819,pmy***,설마하고 차트 봤는데 ㅋㅋ 역시 올해도 역주행. 봄좀비 봄캐롤
820,mus***,벚꽃좀비♡
821,ehhd,벚꽃엔딩은 노래가 아니라 과학입니다~
822,jun***,어김없이 올해도올라왔구나..ㅋㅋㅋ매년봄을책임지는노래!
823,퇴근하고싶다,오늘 날씨 너무 좋아서 들으려고 틀었는데 실시간 차트 45위ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 진짜 매년 부활하는 명곡👍👍
824,myp***,부활하라 벚꽃좀비!!!🌸🌸🌸
825,Pummmba,리얼 벚꽃좀비
826,크림브륄레,올해도 어김없이 돌아온 벚꽃좀비🌸🌸🌸벚꽃시즌이 시작되기전 미리 들어줘야지~고객님 벚꽃연금 수령하셔야죠?😊😀
827,핫바지,연금 엔딩
828,JK,진짜 이노래 들으면 학교복학 했을때 기억남..그것도 어느덧 4년지남 ㅜㅜ
829,SomeoneLikeU,오늘부터 들어야지! 이 노래들으면 대학시절이 생각나서 몽글몽글함 🙃
830,A0,시작인가요 ㅎ.ㅎ
831,twi***,봄바람 휘날리며~이 곡을 재생목록으로~
832,akha,올라올 때 됐죠
833,mis***,벚꽃연금이라더니 진짜 대단한듯 해년마다 이정도면ㅋㅋㅋ 봄에 정말 대체불가곡인듯
834,she***,시작했다
835,윤봄,재생목록장☆착 날씨풀리면 금방치고올라온다ㅋㅋㄱ ㅋㅋㅋ
836,tyu***,봄 노래로딱맞음
837,YarnBer,그때가 왔다....
838,곰팡이,이제 들을 때가 왔지
839,dls***,봄은 엳시 버커버커~~
840,아키다,슬슬 재생목록에 넣어줘야짘ㅋㅋㅋㅋㅋㅋ
841,우하하하하,고객님 연금타셔야죠!
842,일산흔남,이제 올라올준비해야지
843,희쏘,슬슬 차트에 부활하기 시작하는군ㅋㅋㅋ봄바람 불기 시작하면 울려퍼지는 벚꽃좀비~🌸🌸
844,햄스탕,봄하면 벚꽃엔딩! 2012년봄뒤로 쭉 계속!
845,ker***,오늘 길에서 벛꽃좀비 들음 슬슬 올라올땐가
846,댕원,"벚꽃 날리고 길거리에서 이 노래가 나오는 길을 사랑하는 사람과 함께 걸을때의 그 행복, 올해 봄에도 느끼고 싶다."
847,ha2***,지겨운데 이상하게 안지겨워
848,kab***,봄에는 이 노래가 제일!
849,jih***,이거 축제때 불렀는디..ㅎㅎ추억돋아요❤❤
850,sbk***,그 동안 많이 들었고 겨울이라 별로일줄 알았는데 좋네요 ㅋㅋ 올 봄에도 여지없이 올라오겠죠?
851,🔝,겨울에들어도 좋아.
852,힝구,벚꽃연금
853,mar***,이 노랜 봄 아닌 계절에 들어도 좋아..
854,won***,십년. 이십년이 흘러도. 육십년후에도 봄이면 이 노래가 나올거야.
855,ajs***,ㅏ벚꽃좀비..
856,대나무,지금 듣는 노래가 흘러간 옛날노래가 될까봐 무섭다
857,som***,즐겨부르던 그사람이 문득 생각나네요. 잊고 있었던..잊어야 했던 그사람이 생각나네요.
858,콩국이,봄이라면!
859,kik***,진짜봄끝나간다고갑자기순위오르네요ㅋㅋ
860,ade***,습관처럼 들어보는 노래.. 안녕 내년에 보자
861,oro***,벚꽃좀비 잠시 안녕~~ 내년에 다시 봐요~~
862,exo***,다시 부활했군 자네
863,ins***,봉꽃엔딩 ㅠㅠ
864,ㅂ몽,리뷰한번도안쓰다가써본다.무궁화관련노래도만들어줘제발...
865,min***,벚꽃네버엔딩
866,Kilgoon,좀비같은거~또살아났구나
867,par***,좀비엔딩..........그만좀올라와....
868,h9h***,봄을 대표하는 노래
869,bog***,봄하면 이노래가...😍😄😆
870,say***,벚꽃연금잼 ㅋㅋㅋㅋㅋㅋㅋㅋ이런 좀비같은 곡!!!ㅎㅎㅎㅎ
871,dot***,무궁화무궁화 우리나라꽃
872,dot***,삼천리 강산에 우리나라꽃~
873,kjs***,왜 좋구만
874,럭키🍀,좋기만 하구만
875,par***,좋은데 너무 올라왘ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
876,하니니니,벚꽃엔딩아닌 벚꽃연금
877,쪼매니져,연금복권 노래
878,sby***,봄깡패
879,Lily,벚꽃좀비 작년에비해 힘을 못쓰는듯
880,응응,언제 들어도 좋네요...^^ 봄캐롤 화이팅!!
881,kaffein,진짜 한우사골급이다. 근데 우려내도 우려내도 이노래만큼은 항상 진국이다. 진짜 좋은노래다. 4월의 봄을위한 케롤이다.
882,pwo***,봄만되면 순위권에올라오는 노래ㄷㄷㄷ
883,euj***,진해 군항제와 함께하는 벚꽃엔딩
884,911***,가볼까나
885,노래쟁이,벚꽃 시즌이 다가오니 자연스럽게 듣게 되는 노래ㅎ언제나 들어나 지겹지 않는노래~!
886,메이엔,벚꽃좀비
887,ohs***,벚꽃 네버엔딩 ㄷㄷ
888,JK,매년 이노래 들을때마다 여자가 바뀌어잇네..ㅡㅡ
889,don***,봄의노래가시작됬닼ㅋㅋㅋㅋㅋㅋ버스커버스커화이팅!
890,nss,스타트
891,kin***,벚꽃연금ㅋㅋㅋㅋㅋㅋ
892,con***,작년에 연금이나뭐니내년엔 안들어야겠다...하는데 또 듣고있는 노래...
893,div***,봄스커봄스커
894,hsk***,봄이라서 다시 찾게 되는 노래..
895,kys***,벚꽃연금이네...부럽
896,gkf***,벚꽃좀비
897,훈녀ㅡ귀ㄷㅡ,질린다해놓고 노래가 나오면 듣게된다....
898,zoo***,힘을 내요 벚꽃파월
899,dnt***,와 진짜 벚꽃좀비 대박 ㅋㅋㅋㅋㅋ위아래는 아무것도아니였어
900,ㄱ,봄이왔다!
901,har***,스믈스믈~~~.~~~~~~올라온다~~~~~봄이구나~~~~~.~
902,gus***,다시 올라가자~~!!
903,ryu,또 ?
904,con***,하.. 진짜 역주행하는거봨ㅋㄱㄱㅋㅋ
905,dod***,진짜 대단하닼ㅋㅋㅋㅋ버스커버스커는 노래안내도 평생 벚꽃엔딩으로 먹고살듯
906,har***,진짜 일집은 버릴노래가 없넼ㅋㅋㅋㅋ명반이다 진짜
907,min***,노래좋다....
908,조웁,적금깨러 오셨네
909,julius,버스커 연금의 계절이 돌아왓네요
910,eh9***,내일 또 따뜻하다고 하니까 1위 다시 갈수있을듯~~
911,pun***,우아~ 봄이 다시왔구나
912,sak***,또 봄이왔네요
913,tjd***,노래 완전 좋네요 ♥♥♥♥♥♥♥
914,bok***,대 다 나 다
915,자티니,진짜 무섭다 ㅋㅋㅋ 이 좀비같은노래
916,에에,자 차트걷을게요~
917,MuzinCon,그놈의 벚꽃연금 또 수금하러 왔네
918,에지오 아디토레,사스가 벚꽃좀비.. 봄만 되면 살아서 돌아오는..
919,gwa***,장범준의 벚꽃연금
920,sis***,대단하다 진짴ㅋㅋ
921,pih***,맙소샄ㅋㄲ1위됨ㅋㅋㅋㅋㅋ
922,zan***,헐 1등...ㄸ
923,pso***,벚꽂좀비 ㅋㅋㅋ
924,Lira,진짜 미쳤다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
925,ihavenoidea,와 벌써 1위얔ㅋㅋㅋㅋㅋㅋㅋㅋ진짜 대단...
926,화요일,벗꽃펀드ㅋㅋㅋㅋㅋㅍㅍㅋㅋㅋㅋ
927,yuk***,우와...날씨가좋아지니까순위도오르네
928,6f,또올라왔어 미친ㅋㅋㅋㅋㅋㅋ
929,ㅎㅎ,ㅎㄷㄷ 좀비등장
930,레옹,ㅋㅋㅋㅋㅋㅋㅋㅋ1등!
931,dod***,벚꽃 연금 ㅋㅋㅋㅋㅋ
932,징징,와 또 1위..대단하다... ㅋㅋㅋㄱㅋ
933,🎀,벚꽃좀비1위등극ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
934,eh9***,미쳣네..
935,오들희42,1위라니..
936,메란이,ㅎㄷ ㄷ ㄷ
937,냉쏘,벚꽃좀비 진짜 명불허전
938,lou***,다시 돌아온 벚꽃 좀비의 계절
939,ddw***,이 좀비노래 언제까지 이렇게 좋을거냐
940,123***,와.. 역시느 좀비엔딩♥ 언제나 다가오는구려♥♥
941,ds5***,봄이면 어김없이 1등 찍는 노래대학생들이 많이 듣지 싶다.
942,aka***,이놈의 벗꽃엔딩은 봄만되면 올라오네ㅋㅋㅋㅋ졸라좋군
943,kjh***,아외로웥
944,ssk***,벚꽃좀비 ㅋㅋㅋㅋ
945,blo***,좀비 엔딩
946,다루,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ와 봄이구나 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
947,gkg***,봄만되면 스멀스멀 차트위로 기어올라오는 노래... 세인트루이스 카디널스가 가을좀비라면 벚꽃엔딩은 봄좀비
948,ehd***,외롭다..
949,리얼초이스,이건 모두가 좋아한다는 증거죠 봄타려나 ㅎㅎㅎ괜히 살랑되네 ㅋㅋㅋㅋ맘이가
950,냔냐,이제 벚꽃이 피기 시작했나봅니다...★
951,ycl***,돈을 쓸어담겠네
952,zan***,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아 터졌네요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌ
953,kor***,그새 또 올라왔어...ㅋㅋㅋㅋ
954,dht***,1위가자
955,덤덤,1위 만들어봅시다ㅋㅋㅋㅋ
956,ㅇㅇㅇㅇ,벚꽃좀빜ㅋㅋㅋㅋㅋ근데신기한게 들어도들어도 질리지가 않음
957,hoh***,벚꽃 좀비
958,HWAN,이렇게 올라오는게 이제는 좀 무섭다.....
959,jun***,항상 들리면 설레는노래다 안들을수가없다
960,umb***,범준이 연금타는 계절이 왔다!!!
961,eow***,벚꽃좀비 또 언제 2등까지 올라온거냐
962,tjd***,또 올라왔구나 ..하.. 난1년동안 머했냐
963,jen***,여기는 2015년 3월 15일 봄. 현 차트 2위...
964,jes***,올 봄에도 잘 부탁해 ;)
965,ssu***,봄이면 고향을찾아오는 벚꽃엔딩
966,ekfak9393,꽃송이가 100위 진입ㅋㅋㅋㅋㅋㅋㅋ
967,yoo***,벚꽃좀비
968,dus***,드디어3위 ㅋㅋㅋㅋㅋㅋ
969,wta***,1위 찍자 이제 봄이다
970,ㅇㅇ,이노래 정말대단하다 봄철마다 순위권이네 몇년동안유지될까궁금하당 짱짱
971,kim***,6위라고?!
972,전설의기사피코,벚꽃연금.....
973,kmj***,또 듣는구나 이번년에도..곧 꽃피면 걸으면서 들어야지
974,bet***,벚꽃연금의 계절이 왔숩니당
975,윤봄,이거 진짜 신기한게 봄아닐때되면 질리는데 봄이 올때되면 이상하게 듣고싶어짐ㅜㅜㅜ그리고들으면 기분좋다...ㅎ
976,gkd***,좀비같은 노래 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ개무섭다 항상 끔직함 EXID보다더한 차트역주행
977,ckn***,버스커버스커가 벚꽃연금수령하는 계절이왔구나 ㅎㅎ 봄이다봄❤️
978,ave***,봄을 사랑하고사랑하는 봄의 기억이 있는 이들에게좋은 추억을 떠올리게 하는 노래
979,봄,연금타러오셨네ㅋㅋㅋㅋ
980,rem***,봄만되면 들어보는 노래다
981,jja***,연금타러 오셨네;;
982,뭉치치,스물스물 올라오는구나 차트권으로!!!!!!!
983,최토르,벚꽃좀비의 귀환
984,줘닝,갓꽃엔딩
985,spa***,진짜 명불허전 ㅋㅋ 봄만되면 순위 수직상승 대기권뚫을기세 ㅋㅋㅋ
986,nya***,짜릿해 봄마다 새로워 벚꽃엔딩 최고
987,슙슙,벚꽃 좀빜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
988,smx***,또올라왔네 이거
989,w1w***,또차트 슬금슬금 기어 나온다 벚꽃연금 캬 이 노래 최소 50년은 간다
990,con***,눈 감고 들으면 눈앞에 벚꽃이 날리는 거 같음 ㅋㅋㅋㅋ
991,bab***,장범준씨 배냇저고리값입금햇습니다^*^
992,ajt***,장범준씨 기저귀값 입금했습니다^0^
993,jou***,언제까지 이렇게 봄만되면 뜰까 대단하다 진짜
994,syeon07,이 노래 그닥 좋아하지는 않는데 봄 되고 날 풀리면 항상 생각남ㅋㅋㅋㅋ
995,FlightKY,날이 포근해지면서 스멀스멀 올라오더니 벌써 10위권이네 ㅎㅎ
996,kim***,오늘 완전 봄날씨당🌸🌸😘
997,qhr***,또 슬금슬금올라오네 !ㅋㅋㅋㅋㅋ
998,조조,하지만 맘속은 여전히 겨울
999,kim***,은지언니 죽고싶냐
1000,pur***,벚르르릉... 벚르르릉.....
1001,pos***,이정도면.. 벚꽃 연금 ㅎㅎ
1002,천국위에한국,앗 그러고보니 연금나올때구나
1003,din***,봄의 색감이 느껴지는 들어도 들어도 좋은 노래
1004,유니효과,질리는데 봄을 표현하는 노래론 이게 제일 적절하당..
1005,애드워드감상,벚꽃연금
1006,col***,벚꽃 연금
1007,도토리,오늘 날 따뜻했더니 ..따뜻한날에 이 노래가 너무잘어울림 ㅠㅠ설렘
1008,sou***,봄의 케롤의 시작이군 ㅎ ㅎ
1009,나인이막,이제 봄이구나🌸
1010,물망초,🌸🌸🌸다시 또 봄이로구나아
1011,cms***,버르릉버르릉
1012,akf***,아잉
1013,로테,어후 차트에 이 곡이 있는 걸 보니 봄이 왔나 보네오
1014,tjd***,버스커 계속 활동하지 ㅠㅠ 장범준 브래들리 김형태 삼총사로 ㅠㅠ 합쳐라 버스커 셋이 해야 진짜벜벜이지
1015,헤헿그냥,장범준 연금받아가겠네~!!!!!
1016,ksk***,다시 살아난다 벚꽃좀비 ㄷㄷ
1017,blu***,벚꽃의 연금술사 ㅁㅊㄷ
1018,Jim***,차트듣고있는뎈ㅋㅋ나오넼ㅋㅋㅋ
1019,kwo***,벚꽃좀비가 나타났다ㅋㅋ
1020,rma***,서서히 이 분이 등장하고 있다
1021,니닝,올라가랏!!!
1022,akf***,잉조으다
1023,mmm***,2주 뒤에는 차트 10위권 예상해봅니다
1024,psh***,이 노래도 나온지 2년이나 됬네
1025,sem***,역시 벚꽃좀비ㅋㅋㅋㅋㅋ
1026,qnp***,안녕하세요 벚꽃연금 들으러왓습니다
1027,vnf***,이쯤되면다시뜨겠지ㅋㅋㅋㅋ
1028,세이지,올해도 다시 시작 됐다... 대단하다!!!
1029,rud***,좀비노래 ㅋㅋ 벜벜오빠들 정기적금ㅋㅋㅋㅋㅇ
1030,dus***,2일이네요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1031,JK,?? 2012년에 나왓어요 ㅎ
1032,msk***,버르릉버르릉 이제 다시 달리기 시작했어요~
1033,어어어어,좀비샠기
1034,gon***,3월이긴 하지만 아직 좀 이르지 않나요 ㅋㅋㅋ일단 꽃샘추위는 지나야 ㅋㅋㅋ
1035,흐니혀니럽,오오오 이제 시작이네요!!올라갑시다!!!ㅋㅋㅋ3월 첫째주 월요일!! 날씨도 좋네요~!ㅎㅎ
1036,hyu***,좀비노래 ㅋㅋ 이 시즌만 되면 올라오는 노래ㅋㅋ
1037,sim***,슬금슬금 올라온다 이노래 ㅋㅋㅋㅋ
1038,sla***,시즌송 ㅠ
1039,tmd***,자 올라갑시다
1040,reg***,얼마안남았다
1041,gud***,이제올라오실때가 되셨네요!!!
1042,msk***,이 노래를 들을 계절이 돌아오고 있네요~
1043,티글리스,여지 없이 올해 봄에도 들리겟지??ㅋㅋㅋ
1044,크림브륄레,정말 신기하게도 이 노래는 봄이 아니라 요즘같은 추운 겨울에 들어도 너무 좋네요.이 노래가 거리에 가득 울려퍼질 봄이 빨리 왔으면ㅠㅠ
1045,jxi***,노래검나 좋아
1046,a94***,"연금많이잡수십쇼근 3년간 가요계 3대좀비강남스타일,썸 그리고이놈.."
1047,PePe,강남스타일은 아닌듯ㅋㅋ
1048,뿌링,이제   한 여름밤의 꿀
1049,pro***,꽥꽥♡♡♡
1050,assdf0909,좀비엔딩 화이팅!
1051,거가,노래의배경 북일고여고에선 교가로 선정하고싶은♡실제 버스커 멤버들이 몇년전 북일 교정에서 버스킹을햇었더랬죠!매해 4월 첫째주나 둘째주엔북일고등학교에서 벚꽃축제와 불꽃놀이 학생들의 버스킹을 보실수있슴!
1052,wlt***,봄에 듣기 참 좋은 노래 짱 좋다ㅎ
1053,bli***,☺️
1054,안녕,이노래 나온지 몇년째죠? ㅋㅋㅋ 근디도 아직 좋으네요
1055,mir***,정말 감미로운 명곡이네요
1056,juy***,본격 연금노래  환갑까지 음원팔수있을듯 버스커버스커 화이팅!!!
1057,hys***,봄은 오는데 동복은‥좀 춘추복으로 빨리ㅜㅠ
1058,와이원,아이런미친 좀비음원ㅋㅋㅋㅋㅋㅋ
1059,lee***,벚꽃연금
1060,shi***,벚꽃좀비가 여기저기에서 울려퍼지는4월
1061,ㅏㅓ,무섭다이젠ㅋㅋㅋㅋ좀비같음ㄷㄷㄷ 벚꽃 오늘 되게 이쁘게폈던데 다들 그래서 이노래듣나??
1062,hys***,벛꽃보러 종로로~♥
1063,wld***,벚꽃축제.가고싶다 흑흑
1064,dew***,북일학생이세요?
1065,jml***,븅신이 머래 ㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1066,jml***,븅신앜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1067,hys***,새로운 신조어:벚꽃좀비
1068,J,♡
1069,psj***,벛꽃좀비~
1070,메카라빔,온다 벚꽃좀비가 오는 계절이다
1071,son***,봄캐롤 역시 봄되니 뜨는구나~ 반가워용 버스커버스커!
1072,hys***,ㅎㅎ 미치겠다 하앍
1073,바람별랑,슬슬 노래 제목이 벚꽃 연금 같아.매년 봄이 찾아오면 연금 나오듯 나오니까...
1074,귀둥염이,벚꽃 연금 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1075,pri***,음원깡패
1076,si2***,"봄이 왔다는 걸 알려주는 봄의 캐롤,벚꽃엔딩!!"
1077,jos***,벚꽃연금
1078,dx1***,봄엔 벚꽃엔딩 여름엔 해변의여인 가을엔 거리에서 겨울엔 눈의꽃 진리지 이건...
1079,걍그래,봄되면 생각 나는 노래^^
1080,Vo3***,덜덜해 순위권에 올랏어?
1081,zan***,아 힐링되네ㅋㅋㅋㅋㅋㅋ 봄날에 의사없어도 됌ㅋ 벚꽃엔딩으로도 정신치료 끝ㅋ
1082,bra***,질려
1083,쪙이,버스커버스커는 활동 안해도 매년 이 노래덕 좀 보겠네 ㅋㅋㅋ
1084,niv***,ㅎㅎ
1085,wod***,ㅋㅋㅋㅋㅋ 센스짱이시네요센스쟁이
1086,jml***,좋냐 븅신 오크년아? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1087,귀둥염이,어 좋다 븅신 오크 돌아이 호구야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1088,J,연금이막바람만불면툭툭떨어짐ㅋㅋ
1089,J,질리진안음 죠음 1년만에거의첨듣는건댕
1090,its***,전 아직ㅋ
1091,티글리스,명불허전! 벚꽃엔딩!  벚꽃 피는한 이노래 안 망한다...ㅋㅋ
