,melon_id,댓글
993,yjyj2005,올해도차트진입...실화?
994,JAd2_,"다른노래도 많지만 봄하면 제일 먼저 생각나는 노래,,
ㄹㅇ연금이라고 부를만하다"
995,아아0000019181981,"벚꽃핀당,,♥"
996,Mintsugar,몇 년째 듣는데도 질릴 법한데.. 어김없이 연금드리러 왔습니다ㅎㅎ
997,심장이슴덕슴덕,온다온다온다온다온다온다온다온다온다
998,초자연현상,작년에 왔던 벚꽃엔딩~ 죽지도 않고 또왔네~
999,소울리다,올해도 터지는 연금 ㅋ
1000,Fuzon,역시 벚꽃좀비 ㅋㅋㅋㅋ 봄 되니까 되살아났다 ㅋㅋ 벚꽃 전국적으로 피면 차트 최상위권까지 올라갈듯 몇년이 지나도 봄엔 이노래가 빠질 수 없음
1001,대천사킹,"올해도 어김없이 봄에 차트 진입ㅋㅋㅋㅋ
벚꽃 연금 지린다 ㅋㅋㅋ존경"
1002,pino3417,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 앞으로 10년간 아니 그 이상 봄을 대표하는 노래가 아닐까
1003,도뉘이,zzㅋㅋㅋㅋㅋ봄이라 생각나서 들으러 왔는데 혹시나 하고 봤더니 차트인ㄷㄷ
1004,악캭켁,벚꽃좀비니 뭐니해도 봄되면 제일 먼저 생각남ㅋㅋㅋㅋ
1005,탈퇴한 회원,역시 벚꽃연금
1006,르네루,좀비새기 30등대 진입ㄷㄷ
1007,탈퇴한 회원,지겹다 ㅋㅋ
1008,쟇휘,질리는데 계속들어도좋음 ㅈ1ㄴ뭐지
1009,muzi1938,"이노래가 진짜 대박인 이유는
사람들이 이노래를 들으면 이앨범에있는 다른음악, 장범준의 다른앨범에 있는 음악도 들어볼까 하면서 전부다 한번씩은 찾아듣기때문 황금알을 낳는거위다"
1010,bookgy,연금 드리러 왔습니당
1011,탈퇴한 회원,이제 순위 더 올라가겠네요 ㅋㅋㅋ 벌써 어디서 벚꽃 날리는 소리가
1012,이것만10년,"봄노래 달달하게 들으면 좋음
재생 다운로드
그럴 수밖에
김동률
그럴 수밖에"
1013,PUNCH_LINE,미세먼지 휘날리며~~♪
1014,이상진,나중에는 우리나라를 대표하는 음악인 아리랑 수준될듯
1015,gusrud375,"차트에 보이는 거 보니 봄은 봄이네.
덕분에 나도 플레이~♪"
1016,탈퇴한 회원,매년 봄이 되면 차트에 올라오네 ㄷㄷ 그만큼 노래도 좋은듯
1017,나중에_꽃_필때_만나자,어서오세요 벚꽃좀비...ㅎㅎㅎㅎㅎㅎㅎㅎ
1018,ksy8600,ㅋㅍㅂ
1019,Epe,차트 순위가 높은 걸 보니 오늘은 따뜻한 봄이군요
1020,nalorlomd,"군복무중에 연금받는 장범준...
이노래가 보이는거 보니까 봄이 공식적으로 왔네요"
1021,huije123,오늘 날씨 각이다 ㅋㅋㅋ
1022,효일러,슬...슬 깨어나실 때가 된거 같습니다.....ㅋㅋㅋㅋㅋㅋㅋ
1023,한영,"버스커버스커의 앨범 한줄평
""띵곡 다음 띵곡"""
1024,숲속의플룻,노래 좋네ㅠㅠ 가사도 좋고 그치만 봄이 좋냐 들으러 가야지..벚꽃 빨리 져라..
1025,희준,여김없이 올해도 벛꽃좀비가... 벛꽃연금..컹s....
1026,a_a___x,"진짜 노래 잘만들었다
질려서 안들을라고 해도 입에서 계속 흥얼거리고 있음ㅋㅋㅋㅋ"
1027,Vi6lla9in,진짜 언제들어도 안질린다..개띵곡
1028,하나코12,후....이젠 거리마다 이노래가나오는 시기가왓군..안녕 벛꽃들아
1029,그러다밥이찾아오면,봄캐롤 ㅎㅇ
1030,magic_s,하트31만 돌파!
1031,신비의아리아,봄엔 진짜 벚꽃엔딩이 젤 좋은 거 같음ㅋㅋ 순위 쭉쭉 오르자!
1032,띵곡을_찾아서,27업 실화????
1033,제주산김한빈,오늘날씨엔 이노래가 딱이다
1034,NoeIcozyboy,이곡 첨나올때는 미세먼지도 없었는데..하
1035,sh303,...
1036,기간제_26481,와 벚꽃연금
1037,탈퇴한 회원,봄이 오네요
1038,늅늅22,좀비가 또..
1039,탈퇴한 회원,봄이 왓네요
1040,Lianen_,이 노래만 들으면 설레요ㅜㅜ 머릿속에 저절로 따스한 햇살과 살랑살랑 부는 바람에 벚꽃잎 흩날리는 게 그려지는 노래
1041,탈퇴한 회원,올라온다 올라온다
1042,fasdfaf,먼지엔딩 가즈아 ㅏㅏ ㅏ
1043,눈사람_Uk,오늘 날씨가 진짜다. 가즈아!!!
1044,탈퇴한 회원,왜 이 노래만 들으면 이유도 없는데 미친듯이 설렐까 나만 설레나 뭔가 기분이 들뜨면서 좋아지고 설렌다 진짜
1045,최재성,뭔 말이 필요하냐 가즈아!!!!!!
1046,진심으로LOVE,이때 16이였는데 벌써 22살....
1047,주자매.,역시 이쯤되니 또 차트에 올라오는구먼 진짜 레전드다...
1048,탈퇴한 회원,이노래망하겠다 봄이짧아서
1049,composer5,이 노래만한 게 없지
1050,isg0215,봄새벽에 혼자 누워서 이 노래들으면 기분이 정말 몽글함
1051,최지선.,여수가고싶으다.
1052,집사야물좀떠와라,또 왔네ㅋㅋ올해는 작년만큼 언급도 없었는데ㅋㅋㅋㅋ꽃피면 이노래 생각나는게 마냥웃김ㅋㅋㅋ
1053,여신님.com,올해도 역시나
1054,2SJ_,"그가 돌아왔다...
그 이름 벚..꽃..좀...비...
차트인 했네"
1055,국눅둑룩묵,듣고듣고 또 들어도 내년에 다시듣고싶은 no.1노래가 있다면 이노래일까.......
1056,대장._.나무,부럽다 범준이형.. 벚꽃연금
1057,땅콩버터쨈,좀비가 살아났다!!
1058,탈퇴한 회원,1위 가즈앜ㅋㅋ
1059,Wigs,와 ㅁㅊ 50위 ㅋㅋ 또 시작됬다
1060,소소풀,"그 어떤 노래보다 봄이 오면 설레는 그 감정,봄 바람, 봄향기가 이 노래에 많이 묻어있음( ⁼̴̤̆◡̶͂⁼̴̤̆ ) 너무좋아 ♥"
1061,ㅡㅡㅡㅡㅡㅡㅡㅡ.,"시작됬다 거의 봄 알림종 수준임 이노래 ㅜㅜㅜㅜㅜㅜㅜㅠㅠㅜㅜㅠㅜㅜㅜ
근데 몇년이 지나도 이노랜 띵곡이네 ♡"
1062,MH_Son,올해도 또 찾아왔네
1063,magic_s,올해도 어김없이 이 계절 이 노래가! ㅋㅋ
1064,은쟈임,ㅠㅠㅜㅜㅜ또 시작이다 설렌다 이노래 들으면 다 때려치고 놀러가고싶고 여행가고싶어짐...ㅠㅠㅜ
1065,파란물든하늘,"그 시즌이 도래했다!ㅋㅋㅋ
벚꽃연금!!"
1066,가끔어쩌다문득,"진짜 봄노래로 이노래 이길 노래는 나오긴하려나...
봄오면 이노래생각나고 이노래들으면 봄생각나고ㅋ"
1067,베인-,21위 상승해서 78위... ㄷㄷ
1068,gksrhdms00,크 벚꽃좀비 ㅠㅠㅠㅠ 너무좋아요 봄만되면 이노래 안듣는게이상하죠
1069,달의심판자,이제 봄이구나..!!시작인가보니
1070,땅뚜룽,벚꽃연금의 계절
1071,싸쓰쓰쓰쓰쓰,거의뭐~!!각설이 급 ㅋㅋㅋㅋ
1072,choisy_,올라온다
1073,Wigs,이제 본격적인 봄인가
1074,탈퇴한 회원,나의 20살 봄
1075,윈스턴장인,또오셧네요
1076,ljw7048,이제 봄인가봄
1077,blueuna,오오오
1078,써리.,추워져서 다시 순위내려갔네
1079,산림청개굴,지금은 아니다. 4월에 벚꽃으로 거리가 물들 무렵에 다시 만나자
1080,단단복,이게 총합 스트리밍시간으로 역주행하면 고려시대로 간다고ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1081,ekwhwbxp,아직은 좀 쌀쌀하긴 한데 이제 다음주만 되면 슬슬 보일 듯
1082,현호,"스물스물 기어 올라온다
범준형 군대에서 힘냉"
1083,코코모시와,지겨운데 매년 찾게됨 ㅋㅋ
1084,신비의아리아,벚꽃피면 이노래만 들음 ㅎㅎ
1085,힐링받는중,"안에 갇혀 살아도 봄 인지 알수있는 봄 4대 연금 노래들 벚꽃엔딩 , 봄봄봄 , 봄이 좋냐, 봄 사랑 벚꽃말고"
1086,nibpxi96,다시 좋아요 1위!
1087,prettybo2,장범준이 2016년까지 46억 번 노래 그럴만함
1088,HYUNAAAA,우와 이렇게 좋아요 수 많은 노래 처음 봤다
1089,빙수아아,벚꽃엔딩을 이길 다른 봄 노래는 나올까?
1090,빙수아아,저작권 매 해 들어오겠네 .. 대단 !!!
1091,yjyj2005,봄만돼면차트진입 ㄷㄷ ..
1092,몽환성,이제올라올때안뙜나 범준아 뭐하냐 통장에 연금들어온다 관리해라
1093,냄새영구,근데 웃긴게 12년도 노래인데 왜 이번년도에 나온노래인거같냐ㅡㅡ 뭔노래가 이렇게 세련된거야..ㅋㅋㅋ18년이라고...ㅋㅋㅋㅋㅋㅋㅋㅋㅋ개신기해 역시조앙 ㅋㅋㅋㅋㅋㅋㅋ이거리으으으을 두리거러용~
1094,탈퇴한 회원,벚꽃좀비
1095,로윈__,"헤.... 좋아요 30만에 벌써 6년되기까지...
처음 나왔을 때가 기억나는데
시간 참 빠르다
재생 다운로드
벚꽃 엔딩
버스커 버스커
버스커 버스커 1집"
1096,아맞다가스불,스멀 스멀~ 올라온다
1097,짜냥하는여친,진짜 차트 괴물이네ㅋㅋㅋㅋㅋㅋㅋ 봄만되면 항상 차트에있네ㅋㅋㅋㅋㅋ
1098,rmarbfskan,봄 노래로 딱이다
1099,바라만보던너를,봄만 되면 늘 순위권에 올라오는.... 이 노래
1100,Bobobokkkk,"그냥 이게 멜론차트에 보인다 싶으면 가볍게입고나가고 안보이면 외투하나 챙겨나가면됨
이정도면 겨울 - 봄 간절기 기상청 수준."
1101,JJJHHHHHHHH,역주행은 시작이됩니다
1102,박지연_.,좋은걸 어떡해 ㅋㅋㅋ 대표봄송이다
1103,hong6442,오늘 미세먼지에 쌀쌀한데62위?????
1104,강동규,10위 안으로 가즈아
1105,탈퇴한 회원,좀비송 ㅋㅋ
1106,노노노다버니,장봄준 그자체..
1107,핑크o핑크,벚꽃연금은 계속된다
1108,치돌띵,"이번해는 안오나 했다
근데 또 들었는데 또 좋아..."
1109,귀리귀리귀리귀리,이야 또 왔어... ㅋㅋㅋ
1110,skyjin18이찬진,멜론하트1위역전했넹
1111,백승원,가즈아ㅏㅏ
1112,황대은,이제 연금이 다시 온다..
1113,탈퇴한 회원,벚꽃민욬ㅋㅋㅋㅋㅋㅋㅋ
1114,Guba,벚꽃연금....
1115,현아,온다 그..노래가 온다 다시온다..ㅋㅋ
1116,xxxmarshmello,"버스커버스커 돌아와주세요
신이시여..."
1117,진초애,혹시나해서 스크롤 내려봤는데 벌써 진입했군여..ㄷㄷ 70위권..으어어
1118,888235012177355,온다...
1119,탈퇴한 회원,좀비의 부활
1120,짘순,근데 이정도면 장범준 전생에 봄이였던거아님????
1121,Dear_JOYURI,"헐 차트인 언제했냐,,
진짜 이 노래는 봄만되면 차트에 올라오는 좀비같은 노래"
1122,Min.n,"와,,, 이노래 처음들었을때 초딩이였는뎈ㅋㅋㅋㅋㅋ 들을때마다 좋아짐♡♡ 역시 믿듣"
1123,policehan_,오오 벚꽃좀비 재등장ㅋㅋㅋ빨리 군대다녀와서 좋은음악 더 많이 들려주세요♥
1124,오뚜기뚜루룹바,"일단 봄 됬으니까 듣긴 들어야되는데..
듣기엔 오늘은 너무 추움"
1125,짐승어깨,고3때 장범준이랑 결혼하고싶었는데..
1126,thereisubin,일단은 들어가자 오늘은 좀 쌀쌀하다
1127,RIVER_PHOENIX,"바야흐로,
봄."
1128,rifmwkd,"혹시나해서 차트 내려보니 차트인...
갓범준...."
1129,jsm3604,“봄” 그 자체.
1130,해햇.,또?ㅋㅋㅋㅋ
1131,가수신다빈,슬슬 올라오네 ㅋㅋ
1132,soaka17,봄이구나 이노래가 들려오는거 보니
1133,들을음악너무많다,추워졌다 일단은 다시 들어가 있어
1134,에이팜1,차트94위.. ㄷㄷ
1135,쪼이효이,봄이 온다~ 내 인생도 이 노래처럼 봄이 훅훅 들어왔으면 좋겠어요! 봄날아 와라~!
1136,solitar,여기 댓글 쭉 보는데 이상하게 맘이 봄처럼 따뜻해짐 근데 눈물이 ㅠㅠ
1137,눈사람_Uk,날씨가 따뜻해졌다 가자 ㅋㅋ 곧 지구가 이노래를 들으라 할것이여
1138,몰랑이러버,벚꽃캐롤ㅋㅋ
1139,모예찬,연금복권 ㅋㅋㅋ
1140,이수욕하면뚝배기깸,오셨네 ㅋㅋㅋㅋ
1141,cat515,이 노래가 너무 좋아요
1142,탈퇴한 회원,봄이 왔구나 ㅋㅋㅋ
1143,mi_to_the_mi,"벚꽃캐롤
들릴때 됐다"
1144,Epe,봄이구나...
1145,낌리-,"오후 4시 38분
53위.. 정말 대단하다"
1146,dbsehfjdk,가즈아
1147,그달.,어제 차트 순위 107위 뭔뎈ㅋㅋㅋㅋㅋㅋㄱㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1148,chda77,"..나도 모르게 듣고있다...ㅋㅋㅋㅋ오늘 날씨엔
이만한게 없다ㅜ"
1149,kavaron,이쯤되면 대한민국 벚꽃민요 라고해도 될듯 ㅋㅋ
1150,luv_찌,ㅋㅋㅋㅋㅋㅋ 벚꽃연금 시즌이군 ㅋㅋ 개띵곡!
1151,사랑이란_꿈,이제 봄이긴 한가보다
1152,postmolon,시작됐다 그의 질주
1153,Four달러,날 풀리기 시작할때 이 노래 들으면 꽃놀이 가는기분.. 벚꽃 구경하면서 이 노래 들으면 세상 기분 좋아짐ㅠㅠ
1154,isacnogoosock,봄에 이 노래 안들어주면 괜히 섭섭해지는~
1155,색음,고만좀 하자....
1156,달빛아래빛나는,3/14 55위 가즈아ㅏㅏㅏㅏㅏ
1157,tmd0122,진짜 씹 명곡..
1158,윈터솔쟈,가즈아아아아이아아아아아아아아
1159,써녀이ㅡ,소름ㅁ
1160,아쉬탕가빈야사,"올해도 또 왔다
차트 20칸씩 성큼성큼 올라옴ㅋㅋ
청산별곡같이 엄청오래갈것같아.."
1161,푸푸랩,오늘 들어줘야댐
1162,somajin3,"이 노래가 명곡인 이유는
사실 많은 부분이 복잡하게 엮여 있기때문이다

아무 생각없이 들을땐 사랑스럽고 따뜻한
연애가득한 이야기처럼 들리지만

곁에 있는데
왜
""니모습이 자꾸 겹쳐""라고 했을까?
사실 곁에 없고 헤어졌기 때문이다.

이처럼 다중 감정이 교차하는 것들은 명작이 된다.
이터널선샤인처럼"
1163,Bobobokkkk,"이노래가 식을수없는이유가
발매했을때의 봄에 들었던 사람들이 다시찾아서
그다음년도에 다시올라오고 또 발매1년뒤 처음 봄에들은사람이 또 그 다음년에 다시 찾아들어서 다시올라오고 무한반복임.."
1164,somajin3,봄맞이 민요가
1165,최영훈,5월쯤이면 질려서 듣기 싫은데 3월이면 다시 생각나는 노래
1166,여유롭다.,그때의 내가 그리운 걸까~ 그때의 걔가 그리운 걸까ㅋㅋㅋ
1167,george4765,봄맞이 노래
1168,pjh9602,다시 돌아왔다 연금엔딩 ㄷㄷ
1169,즈이헤,이 노래는 그냥 소름끼친다
1170,킹해민,3월 13일 낮12시 98등으로 차트인!!
1171,비_글,차트에 벚꽃엔딩이 올라오거나 검색어 순위가 있으면 봄이 온 느낌임 렬루 ㅠㅠ
1172,Wigs,내일 쯤이면 또 탑100안에 들어오겠네 ㅋㅋㅋㅋ
1173,omeag_i,기상청같은 곡이야
1174,j_un,올라 가즈아!
1175,play3308,봄이오면 젤먼저 생각나는노래 설레임 ㅎㅎ 언능벚꽃보러가고싶다 ♥
1176,asw199,자 다시 한번 봄을 느껴 보자.
1177,freecloud7,여전히 좋은 노래다
1178,명낭자,봄에 이 노래 들으면 너무 설렌다 ㅠㅠㅠ 봄을 기다리는 이유 중 하나가 이런 명곡들인데 이제 슬슬 차트로 올라오는 게 봄이 오는 것 같고 너무 좋다
1179,I_Love_You_3000,와 일간 97위ㅎ
1180,다르지않나,벚꽃이 또...
1181,탈퇴한 회원,올라온다슬슬
1182,봄길만가자,"추천합니다
재생 다운로드
벚꽃송
재호, 주아, 큭큭
벚꽃송"
1183,killmonger,"12학번 새내기 추억돋게 하는 노래,,, -.ㅠ"
1184,음악이너무젛아,연금이 올라온다~~~
1185,Iililli,벚꽃 보러 가자
1186,탈퇴한 회원,봄마다 실시간 차트를 위협하는 노래다
1187,ch.chw,진짜 봄이 오면 들을 수 밖에 없는 노래다ㅠㅠ
1188,가만히앉아서노래듣기,근데 봄이랑 너무 잘어울리자나 노래가...안들을수가 없자나...
1189,릴랄룰01,슬슬 올라오네ㅋㅋ
1190,Parkjungeum,슬슬 올라온다
1191,아지랑이의_봄날,올해 드디어 다운로드~♡
1192,웅-_-_-_,봄이 되니까 다시 슬금 슬금 올라오네 ㅋㅋㅋ 갓 띵곡
1193,tlsql1117,와 진짜 벚꽃 좀비 인정 근데 이 노래만 들으면 왠지 벚꽃 축제 가고 싶은 기분이 든다 • •
1194,앵무개,벚꽃좀비가 몰려온다~
1195,goddessyjk,봄 시즌이 시작되었다.
1196,LeFre,떡상 가즈아
1197,Bella_21,봄 개띵곡
1198,종인이는_신이다,또 봄이 오고있구나..
1199,잘생긴금사자,매년 벚꽃시즌만 돌아오면 들려오는 노래.
1200,allyoung0,오늘따라 유독 생각이 나서 검색할라고 검색창을 켰는데 실검 1위 실화냐 ㅋㅋㅋㅋ 사람들 생각 진짜 다 거기서 거기인가보다 ㅋㅋㅋㅋ
1201,설램0309,또..그들이..온다..
1202,권오규123,1위가즈아
1203,Cozyyy,"그가 돌아왔따,,,"
1204,슈퍼프리맨,버스커 버스커 올해도 연금 타먹자~ ^^
1205,dltltm11,이것만한게없다 ㅎ
1206,탈퇴한 회원,역시나 다시올라온다 ㄷㄷ..
1207,우주별_,100위로 올라왔다
1208,탈퇴한 회원,2012년부터 7년째 들음
1209,go_down,버스타고 약속장소가는길에 갑자기 듣고싶어서 검색들어갔는데 이미 검색1위여서 편하게 들었음ㅋㅋㅋㅋㅋㅋㅋㅋㅋ진짜 벚꽃엔딩위엄
1210,또니졍이냥,"나중에 슈가맨으로 나와도 그해 봄도 듣고 있을듯,,"
1211,구본태차차웅,ㅋㅋㅋㅋㅋㅋ벚꽃연금의 위엄ㅋㅋ
1212,훈발롬,진짜 이 노래 신기하다
1213,Galactic,ㅋㅋㅋㅋㅋㅋ진짜
1214,yu__na_,좀비인정ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1215,러브볼빨간사춘기,벛꽃좀비형 또 오셨다!!
1216,괴도_키드밀리,좀비 납셨다
1217,syngss,대단하닼ㅋㅋㅋ
1218,어머재좀봐허허,올해에도 여전히 좀비구나 ㅋㅋ아찌된게 매해마다 봄만되면 살아놔 ㅋㅋㅋㅋㅋ벚꽃 연금같은 노래 아 봄만 되면 꼭 들어 줘야되구낭 ㅋㅋㅋ
1219,닝닝링닝닝,벚꽃좀비ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 봄이 왔구나~~
1220,급식단리더_두부,차트인
1221,노래는그시절의향수,봄하면 떠오르는 곡^^
1222,단비센,차트에 안올라가는 년도가 있을까 ㅋㅋㅋㅋ 궁금하긴하다
1223,꾹토_끼,올해도 잘 듣겠습니다 ^^77
1224,너굴이님,슬슬 올라올때가 됬는데
1225,햇님햇님고햇님,"???: 들어

???: 예??

장봄준: 들으라고

???:"
1226,정산,벚꽃코인 가즈아~
1227,너무늦은밤이야너무긴이별이야,벚꽃연금의 ㅂ활
1228,르네루,좀비같은놈 또살아나네
1229,미양똘이,봄 되면 항상 이노래 들려서 질릴 주 알고 틀어봤는데 여직 좋네요 ㅋㅋ
1230,갓수삐,봄찾아왔구나...
1231,아이팟,코코밥 좋니가 이노래를 넘기다니... 좋니는 그나마 인정하는데 코코밥 진심 에바
1232,rla824,이노래찾는거보니봄이오려나봄
1233,Bobobokkkk,슬슬 듣겟습니다
1234,차미수리,"3월 되니 어김없이 생각나는 곡^,^
들으면 뭔가 아련아련해진다아아"
1235,Weed,ㄹㅇ 초반 전주가 진짜 너무좋다
1236,다시겨울로,"나의 대학생활 모든 봄을 이노래랑 보냈어요.
그대여~ 이 부분만 들어도 아련…"
1237,Vinci.,"또..올라가는구나

가즈아!!!"
1238,venusong,올해도 잘들을게요
1239,soo0228,"ㅋㅋㅋㅋ또 왔네
바람에 봄냄새 나면 찾게되는 명곡!"
1240,할로헬로우,역시 사람생각 다 똑같넼ㅋㅋㅋㅋㅋㅋ 검색할려고 들어왔더니 1위에 있네
1241,산에불내기,장범준 군대 내무반에서 이 노래 하루 종일 부르고 있겠지? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 많이 갈궈 주세요
1242,다_핀_꽃,이제 곧 올라오겠네용 연금엔딩~~
1243,뽐_56,봄이다 봄 ~
1244,HrH,이 노래가 생각나면 봄이 온것임!
1245,쿄신형사랑해,스물스물 올라오쟈 ㅠㅠ
1246,히히히ㅎ,봄이왔을때!!
1247,loveu0,3월이니 봄이네요ㅋㅋㅋ 이번 봄도 벚꽃축제 못가는 대신 이 노래 주구장창 들을 듯ㅋㅋㅋ
1248,y_j10.08,3월에 생각나는 음악
1249,쟈스민향이가득한,"대한민국 가요에서 벚꽃엔딩을 대체 할
봄 노래가 다시 나올까?
매년 들어도 산뜻하네.."
1250,세일여문,벚꽃연금 가즈아
1251,리라스따,낮에는 벚꽃보고 밤에는 벗고보고
1252,민화2,슬슬올라와라
1253,퀸갓지은,봄시즌 노래 탑3 1.벚꽃엔딩 2.봄봄봄 3.봄사랑벚꽃말고
1254,부궁숭,올해도 길에서 많이 들렸으면 좋겠당
1255,Ww.net9,벚꽃 엔딩 만큼 봄시즌에 인기 노래가 나올지..이만큼 큰노래 는 없을꺼같다
1256,볼빨러은우,어 왔어?
1257,kinminjeong,명곡 명곡
1258,쿠크다스바삭,와 다시 차트에 등장하셨다ㄷㄷㄷ
1259,answodkd,이정도면 이 노래 거의 봄의 애국가 수준....
1260,배신하면사형,아 벌써 ㅠㅠㅠㅠㅠ흑흑
1261,노란_노란,시즌이 돌아왔다!
1262,Zzz서태웅,벌써 벚꽃엔딩 시즌이냐 시간 빠르다
1263,tlsthdud9160,사람들을 보는건지 벚꽃을 보는건지 모를 계절이왔다
1264,아임킹갓제네럴,아니 왜 봄만되면 이 노래가 떠오르냐 아마 20년뒤에도 봄에 들을지도 몰라
1265,수리수리마수리ㅋ,벚꽃좀비...
1266,Lilbluestar,이제 3월이면서 봄 다시 온다!! 이걸 듣고 느끼면서 친구들이랑 벚꽃축제 가야징ㅋㅋㅋㅋㅋㅋㅋ
1267,정훈,큰행님오신다
1268,오태식,벚꽃좀비 슬슬 다시 올라온다.....
1269,Eisenhower,"그때의 봄 향기가 떠오르는 곡, 2012년도 봄이 유독 향기로웠던 걸까? 그땔 추억하는 사람들이 많은걸 보면 말이야?"
1270,윤승종,떡상 ㄷㄷ
1271,풋즈,ㅌㅋㅋㅋㅋㅋㅋ벌쎀ㅋㅋㅋㅋ
1272,목이긴낙타,머야 ㅌㅋㅋㅋ
1273,kumdosin77,ㅋㅋㅋ
1274,눈꼭빙수,벚꽃 좀비가 다시 깨어나네....
1275,888235012177355,아니 왜 벌써 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1276,박형국,벚꽃연금 대다나다 ㄷ ㄷ ㄷ ㄷ ㄷ ㄷ
1277,해가린열구름,올해도가자 ㅋㅋㅋㅋㅋㅋㅋㅋ
1278,탈퇴한 회원,벚꽃연금이 또ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1279,탈퇴한 회원,ㅋㅌㅌㅌㅋㅋㅋ 또올라온다
1280,냥맞이꽃,좀비 ㅇㅈ
1281,flywrldYeon,봄만 되면 휘날려오는 띵곡 !
1282,권세욱,다시 올라오셧다
1283,Sunheyhey,"오늘 날씨 너무 좋아여
사람 마음 다 똑같네여 공기 따땃하자마자 이거 검색함"
1284,뚝디_,255위!
1285,주접좀떨지마,"나중에 정말로 봄이 사라지게 된다면 자식들에게 ""봄은 이런 계절이야"" 하고 들려줄 곡 이라는 글을 봤었는데 너무 공감됐어요.."
1286,니에에,긴 시베리아 추위속에 그리웠다~~그대여 그대여~
1287,shsienf,벌써 왔어? 꽃샘추위는 지나가 와야지
1288,플레이리스트,그들이 온다...
1289,silys2,형 왔다
1290,감악산출렁다리,ㅋㅋㅋ
1291,ThisPuls,또 시작됬다...
1292,니니닝88,날 풀리니까 제일 먼저 생각나는 노래
1293,nod_off,슬슬.. 벚꽃좀비가 기어나온다..
1294,I_Love_You_3000,봄의 신
1295,펭클럽입미댜,오늘부터 다시 들어야지 ㅠㅠ
1296,아니이럴수갓,다시 가즈아~!!
1297,just.one,322위~ 3월중순쯤엔 볼수있을듯!
1298,디지바이트,올해도 벚꽃연금은 시작됩니다..ㅎㅎ
1299,유갤럭시,맨날 들어도 좋냐 무슨 몇년째야..
1300,오기오기1316,봄아 오라
1301,solitar,"급 생각나서 듣는데 역시는 역시네요 ㅠㅠ
듣자마자 사랑할때 제일 좋은 무렵으로 바로 데려다 주는 노래예요
봄 되면 또 여기저기서 들을 수 있겠죠"
1302,ohjsa3,369 369 369
1303,쒧뙑,벚꽃연금~
1304,에픽히컵,캬아아아 역시 봄마다 이 노래 들으면 좋고♡♡
1305,isg0215,이 노래만 들으면 자연스리 벚꽃나무가 생각나고 바람에 떨어지는 벚꽃잎이 생각난다 내가 마치 그 아래 서 있는 것 같은 기분을 느끼게 해줘서 좋다
1306,youth_-,다시 생각나는 노래네요
1307,DEANf1uenza,이 노래는 나이를 먹어서 들을 때 마다 느낌이 다름...
1308,Zcb1357,봄노래의 최고노래~^^
1309,채린,벌써부터 따스한 햇빛을 상기시켜주는 노래❤️ 이번 봄도 잘 부탁드려요 :)
1310,2SJ_,벚꽃 좀비 슬슬 부활해야지
1311,김_태_현_,매번 봄 마다 우리나라 전체에 들리는 노래
1312,I_Love_You_3000,다시 봄
1313,고댕오댕,"노래 들으면
봄도 생각나고...
작년 봄의 나도 생각나고..."
1314,xeeun_,이제 슬슬 나온다...
1315,onceinalifetime,"또 생각나는 걸 보니
올해도, 또
재생 다운로드
벚꽃 엔딩
버스커 버스커
버스커 버스커 1집"
1316,탈퇴한 회원,벚꽃좀비시즌이 다가온다...
1317,별의소년,(2월 14일 기준) 일간 521위~
1318,just.one,스루스루 올라오는냄새~~^^
1319,Blueblues,날이 풀리고 있다!
1320,이쓰소나타,봄을 알 나이가 되니... 봄이 너무 짧아졌다
1321,07.07,봄아 빨리 와
1322,ㅈㅐ여엉,온다 봄이
1323,포레스트담,벚꽃빌딩 연금엔딩~
1324,ljw7048,"이노래의 계절이 다가오네요
감기조심하세요~"
1325,knock-knock,"봄이 아닌 여름, 가을, 겨울에도 이노래를 갑자기 다시 듣고싶어서 듣는 사람들은 이노래 자체가 좋은것도 물론 있지만 지난 봄에 느껴졌던 풋풋한 감정들을 다시 느끼고 싶어서 그런게 아닐까?"
1326,ysmgod86,벚꽃엔딩이 아마 좋아요 수 최고의 곡이지 아닐까 싶다
1327,hyeny.,"신기하다 아직 벚꽃엔딩 들을 날씨는 아닌데
갑자기 듣고 싶어서 듣는 중
댓글창 들어왔더니 나같은 사람이 꽤 있구나ㅋㅋ
다들 비슷한 시점에 이 노래를 떠올리는 것 같아서
참 싱기방기"
1328,지유공주주주,이제 곧 올라오겠네요 얼마 안남았다>_<
1329,김해수진맘,나중에 이게 봄이었다고 말할 수 있을 만큼 너무 좋은 노래...
1330,람민쥐서,이게 차트에 올라오면 봄이 시작되었다는 신호인듯 ..
1331,jinskyj2,올해는 너와 들을수 있을것 같다♡
