,user,comments,processed_comment
651,바람별랑,"인류 멸망의 순간의 계절이 봄이라면,그때도 이 노래가 어디선간 들려오겠지?","['인류', '멸망', '순간', '계절', '보다', '그때', '이', '노래', '어디', '선', '들려오다']"
652,nab***,봄이랑 너무 잘 어울려....봄느낌을 그대로 담아낸듯...,"['봄', '자다', '어울리다', '봄', '느낌', '그대로', '담다', '내다']"
653,nab***,와18위ㅋㅋㅋ대박이다 진짜ㅋㅋㅋ이론 노래 처음봄ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"['오다', '위', '대박', '진짜', '이론', '노래', '처음', '봄']"
654,vpoiuv,그대여~~~심쿵♡,"['그대', '심쿵']"
655,앙리,좀비가 스물스물 기어 올라가고있다.,"['좀비', '스물', '스물', '기어', '올라가다']"
656,lol***,미친... 벚꽃 좀비다,"['미치다', '벚꽃', '좀비']"
657,ㅂ,벚꽃연금 오늘도 넣고 갑니다🌸🌸🌸뾰뵤뵹,"['벚꽃', '연금', '오늘', '넣다', '가다', '뾰뵤뵹']"
658,sw0***,미친ㅋㅋㅋㅋㅋㅋㅋㅋ,['미치다']
659,야밤낚시,야해 ㅎ,['야하다']
660,psy***,대단하다 ㅋ진짜,"['대단하다', '진짜']"
661,kan***,이노래를 들으며 공중제비를 돌았습니다,"['노래', '들다', '공중', '제비', '돌다']"
662,spa***,꽃송이가 까지 치트올라가면 진짜 봄입니다 여러분ㅋㅋㅋㅋ,"['꽃송이', '치트', '올라가다', '진짜', '봄', '이다', '여러분']"
663,엄형,무섭게 치고 올라오고 있다!!!,"['무섭다', '올라오다', '있다']"
664,ahs***,올해도 벚꽃 연금이 시작되나요? 올해는 우리 모두 소중한 짝과 벚꽃 구경 합시다. 좋아요♡ 누르실거죠? 누르는 사람한테만 짝이 생길지어다♡,"['올해', '벚꽃', '연금', '시작', '되다', '올해', '우리', '모두', '소중하다', '짝', '벚꽃', '구경', '하다', '좋다', '누르다', '누르다', '사람', '만', '짝', '생기다']"
665,니얄라,또 올라온다!반갑다!,"['또', '올라오다', '반갑다']"
666,stimulate,ㅋㅋㅋㅋㅋ신이시여 ㅋㅋㅋㅋㅋㅋㅋㅋ,['신다']
667,mrk***,나도모르게 찾아서 듣고있다 ㅋㅋㅋ,"['나다', '모르다', '찾다', '듣다']"
668,캐피,연금복권 저리가라,"['연금복권', '저리', '가라']"
669,picturesque,돈 마이 벌어라 범준아 형은 괘안타 배 안아프다 하하,"['돈', '마이', '벌다', '범준', '형', '괘', '안타', '배', '아프다', '하하']"
670,Artorias,자 연금타러 가시죠!!!!!!!,"['자', '연금', '타다', '가시']"
671,구중완중완중완,매년좋아.. ❤,"['매년', '좋다']"
672,one***,존나 지겹다 벚꽃좀비,"['존나', '지겹다', '벚꽃', '좀비']"
673,ㅋ,걍 민요수준임,"['민요', '수준', '임']"
674,tyk***,다시시작되었군,"['다시', '시작', '되어다']"
675,kyj***,왠지 설레 아무 추억없지만 .. ♡,"['설레다', '아무', '추억', '없다']"
676,din***,ㅋㅋㅍㅋㅍㄱㅂㄱㅂ 겁나웃김,"['겁나다', '웃기다']"
677,sha***,ㅋㅋㅋㅋㅋ민요 ㅋㅋㅋ,['민요']
678,채간호사,대박 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,['대박']
679,ㅋ,뭔소리세요 오래불리니까 민요라고한건데ㅋㅋ,"['리세', '불리', '민요', '것']"
680,kjm***,민요ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,['민요']
681,lio***,ㅋㅋㅋㅋㅋ밑에난독증도웃겨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"['밑', '난독증', '웃기다']"
682,ㅈㅎ,ㅋㅋㅋㅋㅋㅋㅋㅋ 모두가 알아서 민요인 것도...,"['모두', '알다', '민요', '것']"
683,ㅎ,댓글개웃겨,"['댓글', '웃기다']"
684,nek***,민욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋ나중에 교과서에 실리겠다 다음 민요를 읽고•••,"['민요', '나중', '교과서', '실리다', '다음', '민요', '읽다']"
685,지혜,완전 웃겨요ㅋㅋㅋ 봄에 부르는 민요임ㅋㅋㅋㅋ,"['완전', '웃기다', '봄', '부르다', '민요', '임']"
686,ㅋ,다시 댓글좋아요알림이 오고있어...,"['다시', '댓글', '좋다', '알림', '오다']"
687,아몬드초코,ㅋㅋㅋㅋㅋㅋ저분 이해를 못한듯,"['분', '이해', '하다']"
688,뚜,민요수준ㅋㅌㅋㅋㅋㅋㅅㅂㅋㅋㅋㅋㅋ난독댓글 민요의문의1패만드네ㅋㅋㅋㅋㅋㅋ,"['민요', '수준', '난독', '댓글', '민요', '의문', '패만드']"
689,디제이선곡지리구요,ㅋㅋㅋㅋㅋㅋㅋ아 빵타졋네,['빵타졋']
690,jyi***,민욬ㄱㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,['민욬']
691,블링꽁,개터짐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그흔한 ㅋ 자도 없어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ단호박,"['개', '터지다', '자도', '없다', '단호박']"
692,zjg***,개터졌냌ㅋㅋㅋㅋㅋ,"['개', '터지다']"
693,csc***,민요 지렸다ㅋㅋㅋ,"['민요', '지리다']"
694,yun***,ㅋㅋㅋㅋㅋㅋㅋㄱㅋㅋㅋㅋㄱㄱㄱㅋㄱ뿜었땈ㅋㅋㅋㄱ,['뿜었따']
695,Catherine,아 개웃기닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ나중에 교과서에 실리겠네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"['개', '웃기', '나중', '교과서', '실리다']"
696,unl***,ㅋㅋㅋㅋ 아진짜 너무 웃긴다ㅋㅋㅋㅋ 덕분에 처음으로 댓글남겨요ㅋㅋㅋ,"['진짜', '웃기다', '덕분', '처음', '댓글', '남기다']"
697,alivesaint,ㅋㅋㅋㅋ 봄기덕 봄 더러러러,"['보다', '덕', '봄', '더', '러러러']"
698,khj***,ㅋㅋㅋㅋㅋㅋ봄기덕 봄 더러러러는 또 뭐야ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋ,"['보다', '덕', '봄', '더', '러러러', '또', '뭐']"
699,klove8685,민요래 ㅋㅋㅋㅋㅋ아웃겨,"['민요', '아웃', '겨']"
700,ybs***,봄기덕 봄 더러렄ㄱㅋㅋㄱㄱㄱ,"['보다', '덕', '봄', '더러', '렄']"
701,has***,ㅋㅋㅋㅋㅋ아개웃겨,"['개', '웃기다']"
702,myg***,ㅋㅋㅋㅋㅋ봄기덕봄더러러러 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"['보다', '덕봄더', '러러러']"
703,cass,개웃기다미친ㅋㅌㅋㅌㅋㅋㅋㅌㅋㅋㅌㅋㅅㅂㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅌㅋㅋㅋㅌㅋㅋㅌㅋㅌㅌㅋㅋㅋㅌㅋㅋㅋㅋㅌㅌㅋ눈물낱ㅌㅌㅌㅌㅌㅌㅌㅌㅌㅋㅋㅋㅋㅌㅋㅋ,"['개', '웃기', '미치다', '눈물', '낱']"
704,ofidnele,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ웃겨서우는중ㅅㅈㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅠㅠㅠㅠㅠ,"['웃기다', '서우', '중']"
705,pap***,올해도 어김없이❤️,['올해']
706,비공개,안녕하세요 2028년에서 왔습니다,"['안녕하다', '오다']"
707,스타벅스,올해도 왔구나~ 벌써 차트에 등장~,"['올해', '오다', '벌써', '차트', '등장']"
708,pmh***,ㅋㅋㅋㅋ민요라,['민요']
709,bal***,대한민국의 대표적 봄타령이다.,"['대한민국', '대표', '봄', '타령']"
710,인성파탄자,역주해아ㅏㅏㅏㅏㅏㅏ너무 빨라ㅏㅏㅏㅏㅏㅏㅏㅏㅏ역주행 너무 빨라ㅏㅏㅏㅏㅏㅏㅏ,"['역', '주해', '빨르다', '역주행', '빨르다']"
711,얌링,민요 ㅋㅋㅋㅋㅋㅋㅋ,['민요']
712,lUlN,벚기덕 쿵 엔디리리리리릭,"['벚기덕', '쿵', '디', '리리', '리릭']"
713,alivesaint,에헤야 데헤야 봄 바람 휘날리며~~,"['데헤', '봄', '바람', '휘날리다']"
714,dodle,벚타령 ㅡ 버슼어버슼어,"['벚', '타령', '버슼어버슼어']"
715,제니,봄기덕 미쳤냨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"['보다', '덕', '미치다']"
716,ttoki8,벚꽃연금♥️,"['벚꽃', '연금']"
717,엄형,이상하게 또 듣고 싶어진다 ㅋㅋㅋㅋㅋㅋ,"['이상하다', '또', '듣다', '싶다']"
718,slo***,봄이면 항상생각나는 노래. 벚꽃,"['보다', '항상', '생각나다', '노래', '벚꽃']"
719,kiy***,빨리 벚꽃보고싶다....ㅠ 맘이 간질간질..,"['벚꽃', '보다', '맘']"
720,low***,연금이다 ㅋㅋㅋㅋㅋㅋㅋ,['연금']
721,솔뀨,4월되면 1위찍겠다 ㅋㅋㅋㅋㅋㅋㅋㅋ,"['위', '찍다']"
722,vnr***,봄이왔나봄,"['봄', '오다', '봄']"
723,tae***,2016년 슬슬 봄...또 급상승하기 시작했다;;,"['슬슬', '봄', '또', '급상승', '하다', '시작', '하다']"
724,으느느느우,ㅋㅋㅋ 벛꽃 연금 ㄷ ㄷ 스멀스멀...,"['벛꽃', '연금']"
725,바글바글,꽃샘추위 오면 순위 조금내려갔다 날풀리면 다시 스물스물 올라가는ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"['꽃샘추위', '오다', '순위', '조금', '내려가다', '날', '풀리다', '다시', '스물', '스물', '올라가다']"
726,yan***,날씨 좀 풀렸으니 살만하시죠? 수금 나왔습니다,"['날씨', '좀', '풀리다', '살', '하다', '수금', '나오다']"
727,연무루,혹시나 했는데 역시나,"['혹시', '하다', '역시']"
728,pa0***,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ하 벚꽃좀비 또 들으러 왔습니다,"['벚꽃', '좀비', '또', '들다', '오다']"
729,kwo***,올해도 어김없이 오는 봄내년에도 어김없이 올 봄그리고그 봄과 항상 같이 올 벚꽃엔딩,"['올해', '오다', '봄', '내년', '오다', '봄', '봄', '항상', '오다', '벚꽃', '엔딩']"
730,lee***,또 올라왔네 ㅋㅋㅋㅋㅋㅋㅋ,"['또', '올라오다']"
731,bow***,벚꽃엔딩으로 약 46억벌으셧답니다.. 후덜덜,"['벚꽃', '엔딩', '약', '후', '덜덜']"
732,동혀니,드뎌 벨소리를 바꿀 계절이 오는구나.. 미리 봄을 만끽하자 ㅎ,"['드뎌', '벨소리', '바꾸다', '계절', '오다', '미리', '봄', '만끽', '하다']"
733,꿍,좀비가다시나타났다!!,"['좀비', '다시', '나타나다']"
734,내적댄스,안질린다~ 장범준님 연금타가세요~,"['안질리다', '장범준', '연금', '가세']"
735,coo***,올해도 벚꽃좀비와 함께~🌸💐🌼🌺,"['올해', '벚꽃', '좀비']"
736,ksk***,올해는 차트 1위 한번 갈 수 있나요ㅋㅋ 작년엔 못했던 거 같은데 벚꽃연금 화이팅!,"['올해', '차트', '위', '한번', '갈다', '수', '있다', '작년', '하다', '거', '같다', '벚꽃', '연금', '화이팅']"
737,ska***,500  또올라오는 좀비엔딩,"['또', '올라오다', '좀비', '엔딩']"
738,뮤알못,역시 벚꽃 연금,"['역시', '벚꽃', '연금']"
739,모야모야ㅕ,무섭닼ㅋㅋㅋㅋ,['무섭다']
740,자는중,또 올라오네 ㅋㅋㅋㅋㅋㅋ,"['또', '올라오다']"
741,토깽,질리지가않아 💕 짱짱맨 버스커,"['질리다', '않다', '짱짱맨', '버스커']"
742,bboddo,스멀스멀 올라오네 또ㅋㅋㅋㅋㅋ,"['올라오다', '또']"
743,soh***,몇년이 지나도 설레여~,"['년', '지나다', '설레다']"
744,tak***,시작됐구나 벚꽃도 며칠 일찍 핀다네 ㅋㅋㅋㅋㅋ,"['시작', '돼다', '벚꽃', '며칠', '일찍', '피다']"
745,독코,벚꽃 좀비 내 입대곡,"['벚꽃', '좀비', '내', '입대', '곡']"
746,hbn***,봄이왔구나 벚꽃엔딩 ~~~~~~~~이게 진짜명곡이당,"['봄', '오다', '벚꽃', '엔딩', '이', '진짜', '명곡', '당']"
747,ㅈㅎ,더 올라라 🌸,"['더', '라라']"
748,theandmore,봄이 왔다!,"['봄', '오다']"
749,ldg***,다들 벚꽃좀비라고 하지만그래도 꾸준히 올라오는걸보니이만큼 봄을 잘 표현한 곡이 없다.,"['들다', '벚꽃', '좀비', '꾸준하다', '올라오다', '보다', '봄', '자다', '표현', '곡', '없다']"
750,bow***,벚꽃좀비 : 안녕? 나올해도 왔어 잘부탁해,"['벚꽃', '좀비', '안녕', '나오다', '해도', '오다', '부다', '탁하다']"
751,노력하는곰돌이,자 이제 슬슬 올라와제? 벚꽃좀비...ㅋㅋㅋ,"['자', '이제', '슬슬', '올라오다', '제', '벚꽃', '좀비']"
752,shm***,ㄹㅇ벚꽃좀비,"['벚꽃', '좀비']"
753,ghd***,"""오랜 시간이 지나서 지구 온난화로 봄을 모르게 될 세대에게 우리들의 봄은 이랬다라며 들려주고 싶은 노래"" 라는 말이 생각나네요","['시간', '지나다', '지구', '온난화', '봄', '모르다', '되다', '세대', '우리', '봄', '이렇다', '들려주다', '싶다', '노래', '말', '생각나다']"
754,유니효과,구대여 구대여 구대여 -,"['구대', '구대', '구대']"
755,qkr***,그분이 올라오고 계십니다. 길을 열어드립시다.,"['분', '올라오다', '계시다', '길', '열다', '드리다']"
756,라라ㅡ,요즘 이 노래를 벚꽃연금이라고 부르던데 ㅋㅋㅋㅋㅋㅋㅋㅋ,"['요즘', '이', '노래', '벚꽃', '연금', '부르다']"
757,XD,이 노래 올라오면 날씨가 좋아져ㅋㅋㅋㅋㅋㅋㅋㅋ 아 봄이구나 하고 딱 느낌ㅌㅋㅋㅋㅋㅋㅋ,"['이', '노래', '올라오다', '날씨', '좋아지다', '봄', '하다', '느낌']"
758,wsx***,벚꽃 좀비ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"['벚꽃', '좀비']"
759,취미는사랑,올라온다 ㅋㅋㅋㅋㅋㅋ,['올라오다']
760,ker***,뭐야 또 스멀스멀 올라오네ㅋㅋㅋ,"['뭐', '또', '올라오다']"
761,PePe,이만큼 봄을 잘 표현한 곡이 없어서 벚꽃좀비,"['이', '봄', '자다', '표현', '곡', '없다', '벚꽃', '좀비']"
762,goodnightngo,그래서 벚꽃좀비 잖아여ㅋㅋ계속 올라와서,"['벚꽃', '좀비', '잖다', '계속', '올라오다']"
763,dd,올해도 들으러 왔숨다!,"['올해', '들다', '오다', '숨다']"
764,jsk***,연금타러 오셨네요 ㅋㅋㅋ,"['연금', '타다', '오다']"
765,woo***,좀비 엔딩,"['좀비', '엔딩']"
766,dnd,좋긴좋다 윽,"['좋다', '좋다', '윽']"
767,JK,매년 이노래 들을때마다 여자가 바뀌어있네..,"['매년', '이노', '들다', '때', '여자', '바뀌다']"
768,dsb***,"봄과 그때의 기억을 되살아나게하는곡이라서 이맘쯤 찾아 듣게 되네요 ㅎ또, 이곡을 들으면 해마다 듣던 추억이떠올라서 정말 인생곡이됨","['봄', '그때', '기억', '되다', '살아나다', '곡', '이맘', '찾다', '듣다', '되다', '또', '이곡', '들다', '듣다', '추억', '떠오르다', '정말', '인생', '곡', '되다']"
769,이한울ㄴ,고객님 ~ 벚꽃연금 나오셨어요~빨리 수령해가세요 ^^매년 봄마다 나옵니다 ^^,"['고객', '벚꽃', '연금', '나오다', '수령', '하다', '매년', '봄', '나오다']"
770,mil***,대박이다 . . . 아직 꽃도 만개하기 전인데.  . . 벌서부터 . . .,"['대박', '꽃', '개', '하다', '전', '벌', '부터']"
771,jes***,올해도 반가워,"['올해', '반갑다']"
772,yej***,들어도 들어도 좋네 ㅋㅋㅋ😂😂,"['들다', '들다', '좋다']"
773,rom***,2016년 봄이 왔습니다~,"['봄', '오다']"
774,물망초,벚꽃좀비가 또......🌸🌸🌸,"['벚꽃', '좀비', '또']"
775,yoo***,올라온다....,['올라오다']
776,pla***,"삼월오니 어쩔 수 없구나,도돌이표.. 지금 들어도 좋아:)","['삼월', '오니', '수', '없다', '도돌이표', '지금', '들다', '좋다']"
777,rut***,벚꽃연금으로 후천척 금수저...,"['벚꽃', '연금', '후천', '척', '금수', '저']"
778,한글사랑,딸이  있으니 딸은 벚꽃수저ㅎㅎ,"['딸', '있다', '딸', '벚꽃', '수저']"
779,내적댄스,벚꽃수저 ㅋㅋㅋ수저도 예쁘네,"['벚꽃', '수저', '수저', '예쁘다']"
780,uru***,또 설레서 신기,"['또', '설레다', '신기']"
781,rev***,또올라와 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 리스펙 장사장님,"['또', '올라오다', '리', '스펙', '장사', '장님']"
782,kin***,올해도 슬슬 발동걸린다.. 벚꽃연금..😍,"['올해', '슬슬', '발동', '걸리다', '벚꽃', '연금']"
783,wls***,벚꽃연금ㅋㅋ,"['벚꽃', '연금']"
784,ldk***,효자곡,"['효자', '곡']"
785,spa***,좀비습격!!!,"['좀비', '습격']"
786,풍이,올해도 벚꽃엔딩 들으러왔습니다ㅋㅋㅋㅋㅋ,"['올해', '벚꽃', '엔딩', '들다', '오다']"
787,충남기모찌,올라온다올라온다올라온다ㅋㅋㅋㅋㅋ🌷,"['올라오다', '올라오다', '올라오다']"
788,aqu***,부럽다 장범준....돈을 긁어 모으네...매년 이러니,"['부럽다', '장범준', '돈', '긁다', '모으다', '매년']"
789,pmy***,설마하고 차트 봤는데 ㅋㅋ 역시 올해도 역주행. 봄좀비 봄캐롤,"['설마', '차트', '보다', '역시', '올해', '역주행', '봄', '좀비', '봄', '캐롤']"
790,mus***,벚꽃좀비♡,"['벚꽃', '좀비']"
791,ehhd,벚꽃엔딩은 노래가 아니라 과학입니다~,"['벚꽃', '엔딩', '노래', '아니다', '과학', '이다']"
792,jun***,어김없이 올해도올라왔구나..ㅋㅋㅋ매년봄을책임지는노래!,"['올해', '올라오다', '매년', '봄', '책임지다', '노래']"
793,퇴근하고싶다,오늘 날씨 너무 좋아서 들으려고 틀었는데 실시간 차트 45위ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 진짜 매년 부활하는 명곡👍👍,"['오늘', '날씨', '좋다', '들다', '틀다', '실시간', '차트', '위', '진짜', '매년', '부활', '하다', '명곡']"
794,myp***,부활하라 벚꽃좀비!!!🌸🌸🌸,"['부활', '벚꽃', '좀비']"
795,Pummmba,리얼 벚꽃좀비,"['리얼', '벚꽃', '좀비']"
796,크림브륄레,올해도 어김없이 돌아온 벚꽃좀비🌸🌸🌸벚꽃시즌이 시작되기전 미리 들어줘야지~고객님 벚꽃연금 수령하셔야죠?😊😀,"['올해', '돌아오다', '벚꽃', '좀비', '벚꽃', '시즌', '시작', '되다', '기전', '미리', '들어주다', '고객', '벚꽃', '연금', '수령', '하다']"
797,핫바지,연금 엔딩,"['연금', '엔딩']"
798,JK,진짜 이노래 들으면 학교복학 했을때 기억남..그것도 어느덧 4년지남 ㅜㅜ,"['진짜', '이노', '들다', '학교', '복학', '하다', '때', '기억나다', '그것', '어느덧다']"
799,SomeoneLikeU,오늘부터 들어야지! 이 노래들으면 대학시절이 생각나서 몽글몽글함 🙃,"['오늘', '들다', '이', '노래', '들다', '대학시절', '생각나다', '몽글몽글하다']"
800,A0,시작인가요 ㅎ.ㅎ,['시작']
801,twi***,봄바람 휘날리며~이 곡을 재생목록으로~,"['봄바람', '휘날리다', '이', '곡', '재생', '목록']"
802,akha,올라올 때 됐죠,"['올라오다', '때', '돼다']"
803,mis***,벚꽃연금이라더니 진짜 대단한듯 해년마다 이정도면ㅋㅋㅋ 봄에 정말 대체불가곡인듯,"['벚꽃', '연금', '더니', '진짜', '대단하다', '해년', '정도', '봄', '정말', '대체', '불가', '곡', '듯']"
804,she***,시작했다,"['시작', '하다']"
805,윤봄,재생목록장☆착 날씨풀리면 금방치고올라온다ㅋㅋㄱ ㅋㅋㅋ,"['재생', '목록', '착', '날씨', '풀리다', '금방', '올라오다']"
806,tyu***,봄 노래로딱맞음,"['봄', '노래', '맞다']"
807,YarnBer,그때가 왔다....,"['그때', '오다']"
808,곰팡이,이제 들을 때가 왔지,"['이제', '들다', '때', '오다']"
809,dls***,봄은 엳시 버커버커~~,"['봄', '엳시', '버커버커']"
810,아키다,슬슬 재생목록에 넣어줘야짘ㅋㅋㅋㅋㅋㅋ,"['슬슬', '재생', '목록', '넣다']"
811,우하하하하,고객님 연금타셔야죠!,"['고객', '연금', '타다']"
812,일산흔남,이제 올라올준비해야지,"['이제', '올라오다', '준비', '하다']"
813,희쏘,슬슬 차트에 부활하기 시작하는군ㅋㅋㅋ봄바람 불기 시작하면 울려퍼지는 벚꽃좀비~🌸🌸,"['슬슬', '차트', '부활', '하다', '시작', '하다', '봄바람', '불기', '시작', '하다', '울리다', '벚꽃', '좀비']"
814,햄스탕,봄하면 벚꽃엔딩! 2012년봄뒤로 쭉 계속!,"['봄', '하다', '벚꽃', '엔딩', '쭉', '계속']"
815,ker***,오늘 길에서 벛꽃좀비 들음 슬슬 올라올땐가,"['오늘', '길', '벛꽃', '좀비', '들다', '슬슬', '올라오다', '땐']"
816,댕원,"벚꽃 날리고 길거리에서 이 노래가 나오는 길을 사랑하는 사람과 함께 걸을때의 그 행복, 올해 봄에도 느끼고 싶다.","['벚꽃', '날리다', '길거리', '이', '노래', '나오다', '길', '사랑', '하다', '사람과', '걸', '때', '그', '행복', '올해', '봄', '느끼다', '싶다']"
817,ha2***,지겨운데 이상하게 안지겨워,"['지겹다', '이상하다', '지겹다']"
818,kab***,봄에는 이 노래가 제일!,"['봄', '이', '노래', '제일']"
819,jih***,이거 축제때 불렀는디..ㅎㅎ추억돋아요❤❤,"['거', '축제', '때', '부르다', '추억', '돋다']"
820,sbk***,그 동안 많이 들었고 겨울이라 별로일줄 알았는데 좋네요 ㅋㅋ 올 봄에도 여지없이 올라오겠죠?,"['그', '동안', '들다', '겨울', '별로', '이다', '알다', '좋다', '오다', '봄', '여지', '올라오다']"
821,🔝,겨울에들어도 좋아.,"['겨울', '들다', '좋다']"
822,힝구,벚꽃연금,"['벚꽃', '연금']"
823,mar***,이 노랜 봄 아닌 계절에 들어도 좋아..,"['이', '노랜', '봄', '아니다', '계절', '들다', '좋다']"
824,won***,십년. 이십년이 흘러도. 육십년후에도 봄이면 이 노래가 나올거야.,"['십년', '십년', '흐르다', '십년', '후', '보다', '이', '노래', '나오다']"
825,ajs***,ㅏ벚꽃좀비..,"['벚꽃', '좀비']"
826,대나무,지금 듣는 노래가 흘러간 옛날노래가 될까봐 무섭다,"['지금', '듣다', '노래', '흘러가다', '옛날', '노래', '되다', '무섭다']"
827,som***,즐겨부르던 그사람이 문득 생각나네요. 잊고 있었던..잊어야 했던 그사람이 생각나네요.,"['즐기다', '부르다', '사람', '문득', '생각나다', '잊다', '있다', '잊다', '하다', '사람', '생각나다']"
828,콩국이,봄이라면!,['보다']
829,kik***,진짜봄끝나간다고갑자기순위오르네요ㅋㅋ,"['진짜', '봄', '끝나다', '간다', '갑자기', '순위', '오르다']"
830,ade***,습관처럼 들어보는 노래.. 안녕 내년에 보자,"['습관', '들다', '보다', '노래', '안녕', '내년', '보다']"
831,oro***,벚꽃좀비 잠시 안녕~~ 내년에 다시 봐요~~,"['벚꽃', '좀비', '잠시', '안녕', '내년', '다시', '보다']"
832,exo***,다시 부활했군 자네,"['다시', '부활', '하다', '자네']"
833,ins***,봉꽃엔딩 ㅠㅠ,"['봉꽃', '엔딩']"
834,ㅂ몽,리뷰한번도안쓰다가써본다.무궁화관련노래도만들어줘제발...,"['리뷰', '한번', '도안', '쓰다', '써다', '보다', '무궁화', '관련', '노래', '만들다', '제발']"
835,min***,벚꽃네버엔딩,"['벚꽃', '네버엔딩']"
836,Kilgoon,좀비같은거~또살아났구나,"['좀비', '같다', '또', '살아나다']"
837,par***,좀비엔딩..........그만좀올라와....,"['좀비', '엔딩', '좀', '올라오다']"
838,h9h***,봄을 대표하는 노래,"['봄', '대표', '하다', '노래']"
839,bog***,봄하면 이노래가...😍😄😆,"['봄', '하다', '노래']"
840,say***,벚꽃연금잼 ㅋㅋㅋㅋㅋㅋㅋㅋ이런 좀비같은 곡!!!ㅎㅎㅎㅎ,"['벚꽃', '연금', '잼', '이렇다', '좀비', '같다', '곡']"
841,dot***,무궁화무궁화 우리나라꽃,"['무궁화', '무궁화', '우리나라', '꽃']"
842,dot***,삼천리 강산에 우리나라꽃~,"['삼천리', '강산에', '우리나라', '꽃']"
843,kjs***,왜 좋구만,"['왜', '좋다']"
844,럭키🍀,좋기만 하구만,"['좋다', '하다']"
845,par***,좋은데 너무 올라왘ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"['좋다', '올라오다']"
846,하니니니,벚꽃엔딩아닌 벚꽃연금,"['벚꽃', '엔딩', '아니다', '벚꽃', '연금']"
847,쪼매니져,연금복권 노래,"['연금복권', '노래']"
848,sby***,봄깡패,"['봄', '깡패']"
849,Lily,벚꽃좀비 작년에비해 힘을 못쓰는듯,"['벚꽃', '좀비', '작년', '비다', '힘', '쓰다']"
850,응응,언제 들어도 좋네요...^^ 봄캐롤 화이팅!!,"['언제', '들다', '좋다', '봄', '캐롤', '화이팅']"
851,kaffein,진짜 한우사골급이다. 근데 우려내도 우려내도 이노래만큼은 항상 진국이다. 진짜 좋은노래다. 4월의 봄을위한 케롤이다.,"['진짜', '한우', '사골', '우려', '내다', '우려', '내다', '노래', '항상', '진국', '진짜', '좋다', '노래', '봄', '위', '케롤']"
852,pwo***,봄만되면 순위권에올라오는 노래ㄷㄷㄷ,"['봄', '되다', '순위', '올라오다', '노래']"
853,euj***,진해 군항제와 함께하는 벚꽃엔딩,"['진해', '군항제', '하다', '벚꽃', '엔딩']"
854,911***,가볼까나,"['가보다', '나']"
855,노래쟁이,벚꽃 시즌이 다가오니 자연스럽게 듣게 되는 노래ㅎ언제나 들어나 지겹지 않는노래~!,"['벚꽃', '시즌', '다가오다', '자연', '듣다', '되다', '노래', '들다', '지겹다', '않다', '노래']"
856,메이엔,벚꽃좀비,"['벚꽃', '좀비']"
857,ohs***,벚꽃 네버엔딩 ㄷㄷ,"['벚꽃', '네버엔딩']"
858,JK,매년 이노래 들을때마다 여자가 바뀌어잇네..ㅡㅡ,"['매년', '이노', '들다', '때', '여자', '바뀌다', '잇다']"
