,melon_id,댓글,processed_comment
414,코콧ㅇ,노래가 좋아서 그런지 올라가나봐요^ㅁㅠ 서로파이팅해요!,"['노래', '좋다', '그렇다', '올라가다', '보다', '서로', '파이팅', '해']"
415,YUJIN1227,올라오시오,['올라오다']
416,je_taime,볼사 노래 항상 너무 좋아해요 이번에도 잘 듣고 있습니다♡,"['보다', '노래', '항상', '좋아하다', '이번', '자다', '듣다', '있다']"
417,10월의_망개,볼사 노래 진짜 좋은데 여기서 왜 타가수 비방을해요; 추하게,"['보다', '노래', '진짜', '좋다', '여기', '왜', '가수', '비방', '을해', '추하다']"
418,joyfulhaha,본인이 작사 작곡한 노래를 부르는 기분 얼마나 좋을까요^^ 가사도 멜로디도 목소리도 넘나 예뻐요~~,"['본인', '작사', '작곡', '노래', '부르다', '기분', '얼마나', '좋다', '가사도', '멜로디', '목소리', '넘다', '예쁘다']"
419,Su_shi,여기서 비방댓글 달지맙시다 추해보여요,"['여기', '비방', '댓글', '달지맙시', '추', '해보다']"
420,Gkstkd,응원은 하되 타가수 비방은 하지말자... 같은팬으로써 추하게보여..,"['응원', '되다', '가수', '비방', '하다', '같다', '팬', '추하다', '보이다']"
421,aituo0,"대체 우리 한국의 아이돌,가수 들이 어떻게 해야 같은 한국인에게 인정받을 수 있나요? 유튜브에 외국인들이 반응 하는거보면 영어가사 따라하고 다 알아듣는 듯한데 왜 우리나라 사람들만 유독 그래요? 발음 이정도면 좋은거 아닌가 본토가 한국인데 얼마나 발음을 잘해야되요??","['대체', '우리', '한국', '아이돌', '가수', '들이다', '어떻다', '하다', '같다', '한국인', '인정받다', '수', '있다', '유튜브', '외국인', '반응', '하다', '보다', '영어', '가사', '따르다', '알아듣다', '듯', '데', '왜', '우리나라', '사람', '유독', '그렇다', '발음', '정도', '좋다', '거', '아니다', '본토', '한국', '얼마나', '발음', '하다', '요']"
422,eleup,이좋은 노래가 8등으로 내려오다니.. 맘이아프다..ㅠㅠ,"['이', '좋다', '노래', '내려오다', '맘', '아프다']"
423,탈퇴한 회원,볼사 다시 1위로돌아가자,"['보다', '다시', '위로', '돌아가다']"
424,종이비둘기,전주부분 그거 뭐지 부처핸썸인가 스님들이 랩하는거 생각남ㅋㅋ,"['전주부', '그거', '뭐', '부처핸썸', '스님', '랩', '하다', '생각나다']"
425,Mal_lang,앞부분 약간 동물의 숲 느낌난당,"['앞', '부분', '약간', '동물', '숲', '느낌', '당']"
426,Bollove,무한스밍 가즈아~~~~~~,"['무한', '스밍', '가즈']"
427,gamsungchoong,볼사 진짜 음원강잔데 위에는 얼마나 화력이쎈거임,"['보다', '진짜', '음원', '강', '자다', '위', '얼마나', '화', '쎄다', '임']"
428,슈아,오랫동안 끊겨있던 봄노래 라인을 계승하는 노래네요 ㅎㅎ 안지영 음색이 달달한 노래에 참 잘 어울리는 듯,"['끊기다', '봄', '노래', '라인', '계승', '하다', '노랗다', '안지영', '음색', '달달', '노래', '차다', '자다', '어울리다', '듯']"
429,05070503,** 노래 좋은데 왜 난리야 ;;,"['노래', '좋다', '왜', '난리']"
430,클래오밥주라,발음좀 똑바로 하라 ㅡㅡ,"['발음', '좀', '똑바로', '하라']"
431,Angel_In_Us,아....순위 떨어졌다ㅠㅠㅠ 위에분들 화력 진짜 쎄시네요,"['순위', '떨어지다', '위', '분', '화', '진짜', '쎄다']"
432,ViaVerry,"벚꽃도 뭐고 다 필요없어~~~
이부분 귀여워요","['벚꽃', '뭐', '필요없다', '부분', '귀엽다']"
433,킴미히75,방탄을 버텨내는 볼빨사 클라쓰,"['방탄', '버티다', '볼', '빨다', '크다', '쓰다']"
434,aizodl,담주 날 따뜻해지고 그러면 또 이거 쭉쭉 올라갈 것 같다 하지만 난 시험 기간이지 -☆,"['담다', '날', '따뜻하다', '또', '거', '쭉쭉', '올라가다', '것', '같다', '난', '시험', '기간']"
435,토롱킴,넘무상큼해,"['넘다', '무상', '크다']"
436,봄은a,"다시 1위했으면 좋겠다
작년 여행처럼","['다시', '위', '하다', '좋다', '작년', '여행']"
437,이름없음.1,볼사도 대단하네...,"['볼', '사도', '대단하다']"
438,남쳐흘러,살아남았다 ㄷㄷ,['살아나다']
439,류다현임,와 살아남았누,"['오다', '살아나다', '누']"
440,진소리.,공격을 이겨내야한다,"['공격', '이기다', '야하다']"
441,도리도리보리보리,전부터 볼사 노래 좋다고 생각했었는데 이건 너무 좋잖아요ㅠㅠㅠㅠㅠㅠ 지영언니 천재 사랑해요ㅠㅠㅠㅠㅠㅠㅠㅠㅠ,"['전', '보다', '노래', '좋다', '생각', '하다', '것', '좋다', '지영', '천재', '사랑', '하다']"
442,상놈_김첨지,안지영님은 설렘이라는 감정을 의인화 한거같아요...노래 미쳤네 진짜...★ 계속 듣고있어요,"['안지영', '설레다', '감정', '의인화', '거', '같다', '노래', '미치다', '진짜', '계속', '듣다']"
443,재훈이메론,들으면 기분이 좋아지네요,"['들다', '기분', '좋아지다']"
444,Kdh0304,볼사 콘서트를 기대하며 곡 많이 들어놔야지..,"['보다', '콘서트', '기대하다', '곡', '들다', '놓다']"
445,루즈오리,"와 작사 안지영 천재
가사보다가 소름
나만 보고 싶어 나만봄","['오다', '작사', '안지영', '천재', '가사', '가다', '소름', '나', '보고', '싶다', '나', '봄']"
446,닉네임할거없다ㅏ,좋아요,['좋다']
447,yujin8471,들어도들어도 질리지 않는다,"['들다', '들다', '질리', '않다']"
448,모A_In스피릿,"우주를 줄께 떡상!!(대박)
->참고로 지니차트임","['우주', '줄', '떡', '대박', '참고', '지니', '차트', '임']"
449,러브95z,"너와 걸을 수 있다면 부분
너무 청량하다...
재생 다운로드
나만, 봄
볼빨간사춘기
사춘기집Ⅰ 꽃기운","['너', '걸', '수', '있다', '부분', '청량하다', '재생', '다운로드', '나', '봄', '볼', '빨갛다', '사춘기', '사춘기', '집', '꽃', '기운']"
450,독도리1,"매일 봄○☆
이유없이 보임&♧","['매일', '봄', '이유', '보임']"
451,탐욕의떼껄룩,무서워서 네 곁을 맴돌고 있는난~ 부분이랑 나들이갈까의 이대로의 나는 네가 그런걸~ 이랑 똑같네요 ㅋㅋㅋㅋ그냥 다른버전같음,"['무섭다', '네', '곁', '맴돌다', '있다', '부분', '나들이', '갈다', '의', '이', '나', '네', '걸', '똑같다', '그냥', '버전', '같다']"
452,Sss0221,노래 너무좋아유ㅠㅠㅠ,"['노래', '좋다']"
453,Wooolllll,띵곡 맞지 이건 맞지,"['띵곡', '맞다', '것', '맞다']"
454,기맘빈,"아이코 여기 부들충 왜이리 많누ㅠㅠ
믿듣볼ㅠㅠㅠ","['여기', '부들', '충', '왜', '많다', '누', '믿다', '듣보다']"
455,M.M.L.,딱 붙어서어어~ 할 때 너무 귀엽다,"['붙다', '어어', '하다', '때', '귀엽다']"
456,탈퇴한 회원,"듣다보니 백번 채웠어요. ㅋㅋㅋ
노래 너무 좋다.","['듣다', '보다', '번', '채우다', '노래', '좋다']"
457,주접좀떨지마,노래는 겁나밝은데 왜케 슬프지ㅋㅋㅋ 짝사랑노래라 그런가,"['노래', '겁나다', '밝다', '왜', '슬프다', '짝사랑', '노래', '런가']"
458,라이탕평,볼빨간사춘기 신곡넘 좋아요!,"['볼', '빨갛다', '사춘기', '신곡', '넘다', '좋다']"
459,모찌망개떡국,그냥 1위에 있길래 들었는데 너무 좋아서 깜짝 놀램...,"['그냥', '위', '있다', '들다', '좋다', '깜짝', '놀래다']"
460,최수빈개귀엽다,볼빨간사춘기 요번 신곡 넘 좋아여❤❤ 믿고 듣는 볼빨간사춘기!!,"['볼', '빨갛다', '사춘기', '번', '신곡', '넘다', '좋다', '믿다', '듣다', '볼', '빨갛다', '사춘기']"
461,채아찌-,1위 지켜요오 ! 볼빨간 사춘기 예전부터 좋아했는데 이번 곡도 히트쳤네요 -,"['위', '지키다', '오', '볼', '빨갛다', '사춘기', '예전', '좋아하다', '이번', '곡', '히트치다']"
462,닉네임 없음,노래가 주옥같아요,"['노래', '주옥', '같다']"
463,쌈자와의3자대면,"코드랑 비트가 하나도 단조롭지가않고
목소리랑 진짜 잘어울려서
엄청난곡이되엇네","['코드', '비트', '하나', '단조롭다', '않다', '목소리', '진짜', '어울리다', '엄청나다', '곡', '되다', '엇네']"
464,정승냥,이 노래만 하루 1시간이상씩 듣는다 미쳤다;;,"['이', '노래', '하루', '듣다', '미치다']"
465,이상해시_,1위 지킵시다 ㅠㅠ,"['위', '지키다']"
466,꿔바로우97,안지영 돈 어마무시하게 벌듯,"['안지영', '돈', '어마', '무시', '벌다']"
467,19980324.,밝는 이 노래가 왜 술만 마시면 슬프게 생각나는지 모르겠다...ㅠㅠ,"['밝다', '이', '노래', '왜', '술', '말다', '슬프다', '생각나다', '모르다']"
468,H.Crsepo,"봄밤에 듣기 좋은 노래 추천합니다. 완전 명곡~
재생 다운로드
With You
August
With You","['봄밤', '듣기', '좋다', '노래', '추천', '하다', '완전', '명곡', '재생', '다운로드']"
469,robincy,노래 짱 좋다...♥,"['노래', '짱', '좋다']"
470,Ares32,이곡 킬링파트는 딱 붙어서~~ 이거인듯 짱좋당,"['이곡', '킬링', '파트', '붙다', '거인', '듯', '좋다']"
471,수민,아니 머지... 노래왜케조아.....,"['아니다', '머', '노래', '왜']"
472,맷돌_손잡이,"여기에도 팬코와 어그로가 많네요
'뷔마에이쓰땅'은 타가수의 팬 닉넴 사칭해서 어그로 끄는 분입니다. 그런 관종은 무시하고 신고만해주세요:) 신고 누적쌓이면 관리자에 의해 바로 삭제됩니다. 어그로글에는 먹금유지가 답!","['여기', '팬코', '어그', '로', '많다', '뷔마', '에이', '쓰다', '땅', '은', '타가', '수의', '팬', '닉넴', '사칭', '하다', '어그', '끄다', '분', '이다', '그렇다', '관', '종은', '무시', '신고', '해주다', '신고', '누적', '쌓이다', '관리자', '의하다', '바로', '삭제', '되다', '어그', '글', '먹다', '금', '유지', '답']"
473,Bostonmit,1주일째 지붕킥 일간100만유지 ㄷ,"['주일', '지붕킥', '일간']"
474,ghchoi0190,"초반부 이건줄 알았네
재생 다운로드
사랑이 뭔데
서현진, 유승우
또 오해영 OST Part.3","['초반', '부', '것', '은줄', '알다', '재생', '다운로드', '사랑', '뭐', '서현진', '유승우', '또', '오해', '영']"
475,김선우,아니이ㅠㅜㅜ너무좋자너ㅜㅠ이거 30분째 듣고있다고ㅠㅠㅜㄴ,"['아니다', '좋다', '너', '거', '듣다']"
476,DDDD--,노래넘좋다ㅠㅠ,"['노래', '넘다', '좋다']"
477,Miracle_Buddy,이 띵곡... 전쟁터 4월 내내 1위였음 좋겠다...,"['이', '띵곡', '전쟁', '터', '내내', '위', '이다', '좋다']"
478,할거없따아,자꾸 생각나서 들으러옴 볼사가 호불호가 제일 없는듯 흥해라,"['자꾸', '생각나다', '들다', '옴', '볼', '사가', '호불호', '제일', '없다', '흥', '하다']"
479,aituo0,"올해 봄, 부동의 1위가자 ㅠ","['올해', '봄', '부동', '위', '가다']"
480,K-HOPE,볼4 이번노래 진짜 대박이예요~ 창법도 좀 부드럽고 세련돼진거 같고.. 이대로 쭉~~~ 1위 하길 기도할께요!!,"['볼', '이번', '노래', '진짜', '대박', '창법', '좀', '부드럽다', '세련', '돼다', '같다', '쭉', '위', '하다', '기도', '하다']"
481,shsjsnsbdhdhd,믿고 듣는 볼사,"['믿다', '듣다', '보다']"
482,탈퇴한 회원,그녀들의 한계는 어디까지..아직도 이용자수 100만명 ㄷㄷ 역시 대중픽,"['그녀', '한계', '어디', '이용', '자수', '역시', '대중', '픽']"
483,Palette__,나온지 쫌됬는데또 지붕킥...???드애박,"['나오다', '쫌', '되다', '또', '지붕킥', '드애박']"
484,남탓하면여눈감,볼빨 노래 좋아하진않는데 이건 존내좋네,"['볼빨', '노래', '좋아하다', '않다', '것', '존내', '좋다']"
485,이솔미,"이 곡이 생각나는 도입부의 곡
둘의 분위기가 비슷한것같아요!!
재생 다운로드
사랑이 뭔데
서현진, 유승우
또 오해영 OST Part.3","['이', '곡', '생각나다', '도입', '부의', '곡', '둘', '분위기', '비슷하다', '같다', '재생', '다운로드', '사랑', '뭐', '서현진', '유승우', '또', '오해', '영']"
486,shinrwea,볼빨간 막강하네ㅋㅋㅋ노래굿,"['볼', '빨갛다', '막강', '하다', '노래', '굿']"
487,reminiscence11,도입부가 너무좋다 ㅜㅜㅜㅜ,"['도입', '부가', '좋다']"
488,spring2051,"감사해요
Can't stop repeating this song ㅠㅠㅠㅠ",['감사하다']
489,메렁밥,"댓글창에 악플 조금 있는데 전혀 상처 받지마세요!
이번에도 좋은노래 들려줘서 너무 고마워요ㅜㅜ
항상 응원하고 사랑해여","['댓글', '창', '악플', '조금', '있다', '전혀', '상처', '받다', '말다', '이번', '좋다', '노래', '들려주다', '고맙다', '항상', '응원', '사랑', '하다']"
490,xkskakzk,"도입부는 비슷하네요 ㅎㅎ
재생 다운로드
사랑이 뭔데
서현진, 유승우
또 오해영 OST","['도입', '불다', '비슷하다', '재생', '다운로드', '사랑', '뭐', '서현진', '유승우', '또', '오해', '영']"
491,독도리1,"또 봄
또또 봄

보이니까... 봄","['또', '봄', '또또', '봄', '보이', '봄']"
492,H.Crsepo,"벚꽃구경할때 이거보단 이노래 추천ㅋㅋ이미 알사람은 다 아는 노래
재생 다운로드
Clean & Dirty
Harvard
Lesson","['벚꽃', '구경', '하다', '때', '거', '이노', '추천', '알', '사람', '알다', '노래', '재생', '다운로드']"
493,opop841,바보 선샤인으로 들린다,"['바보', '선샤인', '들리다']"
494,빈틈없이살,가사가 너무 감동이 없네요. 울림은 좋은데 너무 울림만 신경쓴듯...,"['가사', '감동', '없다', '울림', '좋다', '울림', '신경', '쓸다']"
495,fran0416,처음엔 그저 그랬는데 쇼핑몰에서 들리는 노래가 너무 좋아서 계속 듣고 있음ㅋㅋ,"['처음', '쇼핑몰', '들리다', '노래', '좋다', '계속', '듣다', '있다']"
496,21년8월7일전역,"짱모♡안지영
재생 다운로드
Can't you see I'm a rockstar? (Feat. Paul Blanco)
창모 (CHANGMO)
닿는 순간","['모', '안지영', '재생', '다운로드', '창모', '닿다', '순간']"
497,까내려,"아무리 좋은노래라도 볼사는 넘사 ,,","['좋다', '노래', '볼', '살다', '넘다']"
498,21년8월7일전역,"해당 음원의 수익금은 소방 및 화재 피해 관련 단체에 기부됩니다.
재생 다운로드
119 REMIX
Various Artists
119 REMIX","['해당', '음원', '수익금', '소방', '및', '화재', '피해', '관련', '단체', '기부', '되다', '재생', '다운로드']"
499,어린왕자알렉산더,딱붙어서~ 할때 목소리 하..,"['붙다', '하다', '때', '목소리']"
500,알빠업자나용,노래 낼때마다 레전드 ...,"['노래', '낼때', '레전드']"
501,지오공,15732인 블핑이랑 60000넘는 우리랑 역대급 차이다ㄷㄷ,"['인', '블핑', '넘다', '우리', '역대', '차이']"
502,서진,진짜 볼사 최고 ㅠㅠ ❤️,"['진짜', '보다', '최고']"
503,가을가려고,"너무 좋아요!
봄 분위기 선선하게 불어오네요~^^
재생 다운로드
나만, 봄
볼빨간사춘기
사춘기집Ⅰ 꽃기운","['좋다', '봄', '분위기', '선선', '하다', '불어오다', '재생', '다운로드', '나', '봄', '볼', '빨갛다', '사춘기', '사춘기', '집', '꽃', '기운']"
504,김진우,달다 달아,"['달다', '달']"
505,디질롯,갓띵곡 너무조음 ㅠㅠ,"['갓띵곡', '조음']"
506,갓친버디포레버_MAGO,"항상 좋은 노래 내주셔서 감사합니다❤ 늘 응원할께요!!
재생 다운로드
나만, 봄
볼빨간사춘기
사춘기집Ⅰ 꽃기운","['항상', '좋다', '노래', '내주다', '감사하다', '늘', '응원', '하다', '재생', '다운로드', '나', '봄', '볼', '빨갛다', '사춘기', '사춘기', '집', '꽃', '기운']"
507,재현아제발결혼하자,ㅠㅠ 상황이 나 같아서 공감되는 부분도 있음 ㅠㅠㅠㅠㅠㅠㅠㅠㅠ 슬푸당,"['상황', '나', '같다', '공감', '되다', '부분', '있다', '슬푸당']"
508,재현아제발결혼하자,ㅠㅠㅠㅠㅠㅠ우주를 줄게 이후로 최애곡 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ너무좋아ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,"['우주', '줄', '이후', '최애', '곡', '좋다']"
509,옴몽곰문,요즘 계속 맴돌아서 일상생활이 안돼요ㅠㅠㅠ 볼사 음색은 진짜 독보적,"['요즘', '계속', '맴돌다', '일상생활', '돼다', '보다', '음색', '진짜', '독보']"
510,nuremberg,왜 눈물이 나는지..,"['왜', '눈물', '나다']"
